Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,299510.007,303667.4879999999,309343.0800000001,334188.417,339085.573,342883.24199999997,349608.175,351840.516,360929.576,370003.723,374109.48500000016,373021.34899999993,366426.78,376542.42,381420.4849999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,3600.777,3603.17,3544.858,3832.684,3802.657,3973.478,4281.985,4066.647,4010.881,4345.372,4182.763,4407.187,4690.681,5109.256,5039.347
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,8137.787,8620.492,8780.787,9190.364,8860.991,7953.95,8381.087,8262.852,8902.107,9246.429,9841.603,10195.582,9775.314,9416.992,10374.769
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2186.963,2301.299,2319.729,2444.239,2616.03,2593.904,2549.379,2555.486,2703.961,2804.532,2935.97,2838.043,2629.617,2823.415,2841.444
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,2185.331,2339.198,2268.503,2611.952,2596.582,2412.264,2514.932,2455.353,2393.557,2458.153,2381.19,2308.787,2487.6,2509.74,2527.554
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,7328.399,7381.808,7389.88,8185.451,8283.96,8270.871,8538.686,8342.013,8270.754,8372.316,8579.847,8706.091,8680.415,8861.645,8890.129
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,2268.427,2223.548,2202.816,2388.466,2599.953,2739.652,2764.664,2730.634,2600.903,2697.434,2522.145,2364.097,2239.679,2478.904,2438.257
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,6588.685,6915.088,7652.583,7477.69,7129.329,7654.314,7451.466,8150.04,7925.005,8382.225,8664.044,9046.401,8816.573,8641.006,9511.544
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,9544.517,10120.935,10505.371,11062.555,12026.61,11286.996,10319.651,10490.351,11072.728,10753.21,10809.537,10504.914,9810.216,10253.443,10692.694
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,68047.13,70437.977,72165.189,78484.768,76655.947,77853.823,79646.142,79569.322,81675.725,83018.028,83625.138,83231.435,80655.446,83522.415,83730.429
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,3916.685,3952.078,3950.983,4206.868,4225.487,4321.526,4554.445,4622.052,4823.031,4643.148,4791.873,4513.533,4379.243,4361.086,4319.633
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,11411.069,10644.57,10710.302,11969.863,13019.903,13868.646,14460.345,14548.168,15685.495,15764.347,15929.091,15738.36,16570.794,16058.76,16133.023
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,7056.29,6937.283,6991.515,7253.198,7079.597,6727.318,6851.954,6826.201,7067.432,6819.134,6905.624,7010.804,7155.897,7048.349,7251.98
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,5139.201,5066.414,4949.985,5205.784,5145.949,4750.328,5012.134,4930.09,5442.461,5436.688,5694.661,5604.607,5722.701,5868.598,5899.012
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,19659.222,19732.65,18856.318,19979.179,20541.095,20433.056,20861.448,20762.199,21718.767,22802.162,22867.165,22659.99,21655.502,23332.019,23128.64
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,26909.812,26577.992,28575.236,30418.392,30727.189,31467.279,34069.641,35676.539,37399.947,39003.952,38745.41,39431.767,39541.043,41173.42,41004.624
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,8606.135,8566.586,8283.545,9054.85,8934.422,8826.488,8612.62,8266.261,8111.809,8104.686,7809.337,8107.212,8746.311,9083.373,8869.423
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,5478.601,5368.933,5442.959,5624.935,5613.195,5616.893,5371.761,5191.739,5478.511,5332.782,5460.862,5400.636,5712.776,6357.196,6570.33
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,2846.039,2963.368,2838.859,3005.442,3001.826,3085.758,3073.947,2968.622,3047.362,3135.543,3049.716,2884.935,2778.583,2971.1,3029.454
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,14669.96,14651.523,14695.094,16451.136,17317.429,17902.379,18230.009,18963.958,18838.106,18803.691,19844.954,19967.069,19318.771,19530.856,20087.861
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,5577.012,5712.011,5800.915,5872.344,5927.812,5657.876,5719.797,5624.556,5768.288,5843.75,5998.519,6201.483,5966.426,6265.826,6558.429
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,8812.241,8776.729,9433.741,10547.432,10641.566,11065.63,11735.516,12161.444,12728.951,12666.674,13305.272,13064.225,12145.964,13099,13564.926
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,4299.882,4414.97,4296.724,4446.598,4602.258,5010.605,4922.609,4599.15,4946.08,4964.381,5293.355,5195.089,5148.405,5275.562,5141.742
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,3291.499,3115.489,3365.881,3846.918,4180.773,4272.502,4215.196,4423.046,4737.499,4888.428,5138.155,5072.923,4992.146,5135.451,5444.169
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,5237.881,5346.8,5742.096,6404.312,6798.782,6407.259,6370.783,6590.761,7077.898,6757.753,6631.405,7001.93,6691.632,6401.297,6712.49
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,6740.827,7140.623,7320.363,7517.721,7426.475,7518.627,7444.035,7594.564,7403.673,7334.603,7532.309,7636.357,7172.885,7826.559,7662.457
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,8098.081,8245.744,8602.384,9036.066,9169.48,8794.452,9011.564,9118.676,9550.543,10056.172,10022.852,9934.804,9547.674,9496.234,9620.15
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,7299.802,7422.26,7509.9,8789.664,9044.388,9072.129,8869.618,8571.026,8017.387,8840.31,8925.112,8420.74,8321.531,8208.132,8199.111
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,9919.091,9256.785,9950.919,11152.085,11095.232,11215.149,11341.385,11138.365,10603.457,11887,11975.539,11380.855,11699.064,11988.444,12290.588
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2095.377,2104.993,2076.443,2272.12,2265.287,2528.815,2579.483,2632.222,2904.745,2901.415,2978.34,2961.98,2796.803,2786.773,2772.301
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,14895.97,15851.163,15179.169,16449.256,18617.225,19671.337,20111.005,20341.846,20299.165,22146.461,21553.465,21205.048,20529.824,20018.876,20327.837
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,5161.802,5389.964,5498.345,6062.119,5975.961,6473.779,6096.456,6159.474,6200.048,6242.748,6552.753,6513.473,6521.595,6746.771,6796.853
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,2499.512,2485.045,2441.688,2943.966,3162.183,3456.159,3644.432,3506.859,3523.3,3550.196,3561.479,3510.992,3525.669,3891.922,3989.285
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1.202222602198,1.186551126606,1.145930919159,1.146863208009,1.121444644889,1.158842869317,1.224795444214,1.15582112209,1.111264154202,1.17441304773,1.118058527706,1.18148385121,1.280114133579,1.356887226677,1.321205126148
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,2.717033424529,2.838793200015,2.838527048997,2.750054619637,2.61320200727,2.319725500029,2.39728004072,2.348465177899,2.466438771424,2.499009719424,2.630674547051,2.733243560277,2.667740059829,2.500911318305,2.720034557137
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.730180277416,0.757835162123,0.749888764281,0.731395486996,0.771495518625,0.756497746834,0.729210350988,0.726319421382,0.749165815106,0.757973994764,0.784788976949,0.760825890424,0.717637777457,0.749826540128,0.744963658677
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.729635387441,0.770315589399,0.733329156741,0.781580649457,0.765760093249,0.703523446036,0.71935732052,0.697859651843,0.663164550416,0.664358990788,0.636495490084,0.618942322253,0.678880511954,0.666522512922,0.662668655565
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.446796043112,2.430885192425,2.388894556814,2.449352097084,2.443029329355,2.412153755826,2.442358792096,2.370964292242,2.291514619461,2.262765339796,2.29340536501,2.333939068994,2.368935753004,2.353425412202,2.330794844435
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.75737936863,0.732231169904,0.712094804254,0.714706398696,0.76675423758,0.799004344458,0.790789288609,0.776099930458,0.720612322444,0.729028880609,0.67417296303,0.633769891814,0.611221428739,0.658333262956,0.639256960727
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,2.199821323499,2.277190767291,2.473817419805,2.237567078814,2.102516169274,2.232338318826,2.131376361551,2.316401786996,2.195720585669,2.265443420957,2.31591134344,2.425169772253,2.406094063321,2.294829358137,2.493716088689
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.18671055288,3.332900425613,3.396025862289,3.310274814223,3.546777261444,3.291789920722,2.951776227773,2.981564238042,3.067836147626,2.906243729877,2.889404688577,2.816169645025,2.677265018676,2.723051230191,2.803387447845
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,22.719484628105,23.195758447477,23.328528635585,23.485185005679,22.606667196661,22.705636631842,22.781544510508,22.615167492535,22.629269095975,22.437079099337,22.353118900474,22.312780548118,22.011340437508,22.181409202182,21.952263261372
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.307697542139,1.301449169297,1.277217191993,1.258831182051,1.246141781443,1.260349142406,1.302728404449,1.313678155247,1.336280349605,1.254892237936,1.280874501217,1.209993211407,1.195120891546,1.158192482005,1.132512062114
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.809912434745,3.505337390613,3.462273020622,3.581770758979,3.839710101733,4.044713856269,4.136157571258,4.13487570033,4.345860257238,4.260591453562,4.2578687894,4.219157976398,4.522266085465,4.264794388903,4.2297211698
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,2.355944654631,2.28449974862,2.260116825629,2.170391800264,2.087849665017,1.961985065459,1.959895245585,1.940140685787,1.958119386703,1.842990644718,1.84588316439,1.879464545071,1.952885921711,1.871860546283,1.901308473246
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.71586954689,1.668408440221,1.600160249261,1.557739207939,1.517595972743,1.385406872699,1.433643249332,1.401228618025,1.507901087053,1.469360350193,1.522191023839,1.502489606835,1.561758395497,1.558548967736,1.546590241476
