Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,135304.12900000002,156576.47100000002,178670.98999999996,201033.53800000006,237560.41800000003,250100.64600000004,266072.4660000001,266147.973,277044.003,311159.7919999999,324690.76200000005,339236.94400000013,396564.731,472438.0219999998,512710.9380000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,504.954,593.926,695.502,826.63,932.109,960.414,1120.044,1157.399,1201.63,1474.595,1520.942,1606.164,2004.05,2564.398,2664.573
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,1649.15,1889.036,2229.499,2734.951,3263.998,3388.415,3711.928,3735.114,3800.152,5003.998,5350.541,5423.658,6865.17,8722.353,9654.765
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,363.284,394.76,441.538,517.328,638.747,753.697,853.375,899.878,905.492,1018.435,1122.745,1205.714,1339.106,1601.47,1797.152
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,562.964,625.38,690.377,755.055,838.414,899.878,902.765,946.563,1000.111,1144.247,1193.979,1249.755,1328.493,1457.686,1591.688
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1266.235,1410.292,1588.308,1794.653,2148.208,2291.294,2432.244,2426.084,2498.873,2984.306,3146.168,3206.192,3600.651,4547.68,4805.96
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,256.592,283.269,328.894,407.333,503.925,555.26,604.019,643.779,688.512,890.234,971.931,1059.992,1149.195,1429.804,1586.506
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,561.694,646.642,758.852,929.253,1155.715,1261.973,1370.235,1452.189,1558.524,2004.599,2158.226,2277.145,2546.062,3154.844,3285.016
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1790.215,2076.074,2428.192,3169.821,3731.705,3978.128,4154.275,4425.539,4529.185,5831.322,6266.703,6533.425,7514.875,9475.946,10472.56
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,90851.649,105021.096,119188.768,131899.574,154830.424,162240.264,170372.242,169034.201,175303.614,188377.585,193900.17,202415.363,240644.81,279429.273,302710.749
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,330.307,382.652,453.607,553.334,751.222,816.985,960.931,916.734,921.739,1169.893,1336.855,1631.188,1844.691,2485.603,2547.789
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1483.406,1689.797,1948.451,2341.654,2688.279,2885.876,3631.035,3897.631,4144.603,5460.862,5960.517,6425.062,7103.462,8619.286,10057.951
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,602.321,680.536,778.75,915.526,1094.947,1179.528,1270.544,1347.667,1427.43,1825.878,1984.28,2110.907,2397.107,3034.767,3294.484
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,377.455,443.611,511.572,620.632,775.698,840.561,882.777,891.089,936.111,1142.031,1207.726,1219.755,1298.045,1699.362,1727.754
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,5554.592,6522.473,7572.083,8654.069,10299.54,10919.683,11727.921,11745.883,12140.514,14153.187,14697.765,15452.545,17849.794,22018.708,23680.117
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,3023.692,3307.176,3734.602,4160.282,4848.396,5317.208,5691.834,6046.318,6463.576,8131.539,8742.579,8854.719,10407.23,12958.868,14008.502
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,930.017,1036.552,1161.697,1374.483,1665.13,1787.29,1929.698,1992.821,2086.48,2563.8,2756.717,2885.648,3117.015,4201.562,4331.152
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,897.142,1083.907,1292.024,1432.954,1718.143,1779.749,1888.39,1875.984,1912.504,2133.236,2223.284,2250.87,2504.719,3144.735,3397.862
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,168.394,190.34,215.846,263.143,328.623,363.448,406.135,433.511,452.865,567.437,607.8,647.662,798.702,1037.388,1047.58
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,11964.902,14104.817,16043.155,17561.682,20763.438,21295.342,22902.713,21948.616,23245.233,24914.583,26119.978,27322.177,30093.518,35858.892,38653.61
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,399.756,461.933,543.534,660.301,821.88,876.334,951.595,984.828,1042.533,1301.093,1435.271,1477.654,1688.117,1935.984,2208.341
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1252.967,1487.762,1781.974,2256.684,2805.545,3236.688,3657.65,3912.052,4215.747,5778.342,6293.539,6891.68,7545.799,10166.611,11046.407
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,1991.607,2559.331,3187.239,3864.989,4672.05,4871.016,5316.095,5216.64,5413.456,6381.148,6957.682,7243.829,8471.466,10667.13,12038.865
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1010.822,1142.408,1213.963,1241.706,1303.352,1393.9,1418.499,1488.644,1549.272,1940.482,2083.954,2137.734,2528.855,3130.163,3365.912
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,706.023,786.941,884.559,1005.129,1152.756,1219.56,1420.704,1516.428,1625.752,2118.484,2340.048,2500.396,2882.463,3686.12,3961.025
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,930.556,995.819,1131.294,1416.545,1752.489,1936.883,2150.039,2240.345,2314.442,2933.437,3164.588,3246.443,3789.264,4670.355,4916.967
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,1096.757,1343.007,1619.519,2059.74,2665.502,2941.072,3332.047,3463.961,3609.075,4661.829,4904.878,5027.821,5976.77,7480.192,8594.684
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,563.434,630.882,722.631,885.996,1107.276,1204.596,1285.456,1340.165,1409.097,1766.676,1898.064,1987.077,2143.687,2571.725,2808.203
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1274.054,1443.54,1629.406,1957.943,2398.416,2558.738,2792.845,2878.662,2943.252,3627.359,3823.572,3963.491,4248.423,5358.175,5725.59
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,138.991,156.192,177.129,204.953,243.408,259.255,271.779,281.609,299.93,368.442,401.151,418.112,519.75,667.393,696.65
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1554.892,1737.592,1964.536,2288.628,2732.288,2963.912,3181.965,3394.374,3607.09,4512.746,4833.994,5062.246,5565.663,6115.561,6700.866
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,931.062,1069.625,1305.54,1755.563,2326.164,2501.01,2730.65,2839.633,2996.9,3979.452,4209.016,4380.836,5527.738,6915.221,7584.864
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,314.243,379.103,447.949,523.004,602.631,622.689,750.037,773.632,800.309,998.535,1076.099,1121.684,1270.041,1630.767,1746.794
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
