Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,445468.03400000004,455970.664,439348.68299999996,466935.892,486682.22299999994,486464.961,476156.1119999999,488029.02999999997,469661.56999999995,499515.551,510905.69700000004,530221.2639999999,541188.732,560247.851,577998.653
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,5262.297,5186.673,5587.146,5752.838,6041.207,6566.041,6216.043,6516.928,6908.651,7251.295,7270.858,7781.849,8007.97,8266.132,8671.294
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,11067.628,12588.134,12935.505,12500.92,11854.491,11634.057,13217.606,13323.311,13184.158,13219.844,14181.789,14087.962,14860.335,13841.081,14974.088
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,3448.593,3209.62,3687.31,3414.949,3353.161,3265.225,3082.843,3805.176,3660.129,3895.906,3772.298,4662.404,4938.918,5307.861,5129.955
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,3010.18,3500.141,3295.505,3859.856,2934.92,3321.391,3543.657,4239.031,3803.433,4014.807,4031.378,4564.823,4906.65,5327.207,5342.4
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,11281.167,12051.455,13495.313,12459.641,12894.454,12417.341,13485.376,13637.196,13153.989,13283.091,13260.842,14400.791,13680.636,12717.142,13002.247
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,4467.823,4604.776,4458.715,4666.687,4866.399,5061.178,4162.321,4510.975,4795.777,4281.133,4400.007,4477.266,4374.605,4594.696,4935.972
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,21940.471,20617.682,18740.146,19719.962,20309.059,19961.21,20026.696,20757.394,20808.961,20576.267,20772.068,19843.33,19709.268,20262.189,19241.094
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,21364.726,22263.946,22405.672,24744.761,26362.801,24549.046,25320.964,27231.784,25440.858,25774.944,29128.57,31040.145,32716.992,30166.775,33306.023
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,1513.951,1364.238,1500.58,1311.591,1293.484,1218.942,1312.468,1295.982,1367.89,1342.476,1195.825,1215.705,1187.927,1222.638,1130.16
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,17491.937,18053.12,15834.756,17864.576,17451.155,17530.643,18054.632,17428.203,16101.193,18153.313,18811.485,19330.999,18860.262,20007.592,20524.509
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,21768.244,23298.8,20878.187,20307.976,21992.044,22505.655,22648.509,22061.938,22204.227,21876.664,23507.447,23774.793,23085.276,23706.583,25051.778
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,10982.639,10455.419,10817.27,11488.758,11576.74,12013.442,11609.041,12380.518,12281.079,11827.406,10921.653,12182.689,11450.104,12708.498,13119.808
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,10032.916,10025.754,9928.484,10950.176,10667.766,10899.583,10097.418,10304.073,9041.252,10407.18,10711.134,10747.919,10544.883,10549.625,10567.407
