Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,941823.6600000001,1007107.012,1043187.5020000001,1132960.1879999998,1185521.1959999998,1229271.9570000002,1154675.2840000002,1154805.9630000002,1200980.4890000003,1230058.1749999998,1210696.3219999997,1243727.1100000003,1273722.082,1297488.2950000002,1286426.5860000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,17723.556,18797.009,18395.481,20417.608,22900.01,21556.566,23193.096,21216.263,21268.787,22944.585,22414.378,25170.866,23643.712,26491.876,26270.203
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,56672.635,62092.794,62144.611,65360.231,66556.048,68838.233,52431.46,53597.434,54617.677,55067.519,54081.586,50428.014,55342.379,57281.974,60767.56
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,15967.031,17038.509,16816.66,17963.938,24535.653,27226.82,30142.31,25622.944,25071.309,23767.616,20186.174,17769.967,27170.023,24473.477,34193.848
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,40070.219,45027.148,57012.465,68157.925,61519.618,51005.349,51437.729,56280.809,52286.642,52846.96,52572.519,41067.664,38712.543,32962.616,25034.604
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,31922.125,27208.205,30791.843,32964.986,40440.698,45486.689,37153.912,36059.699,39384.142,40244.958,34352.084,38990.324,40409.435,43995.624,55136.992
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,11278.634,9553.505,7932.481,9605.166,11459.459,11469.478,11731.191,12991.618,15275.008,14663.045,13777.365,12273.316,12264.534,12741.435,11748.323
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,28323.766,19374.547,19830.063,22374.432,21165.47,22087.882,23586.808,27459.175,25818.421,28249.785,21991.215,23148.325,23683.169,22207.33,19094.701
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,34095.216,37235.966,34608.65,36245.418,39620.675,39446.317,37409.61,34248.48,30775.373,33488.171,36168.07,37861.055,42387.229,44925.657,40158.738
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,91927.03,99593.82,99253.734,120709.967,113304.978,104768.93,105674.855,92072.243,111065.572,122198.132,108644.335,121281.381,106491.433,121915.239,123475.512
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,15062.795,14441.678,10657.463,11070.242,11914.529,12296.172,13142.965,13246.695,16197.136,14728.044,15374.972,17975.351,15681.035,17784.389,17277.239
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,40142.96,39852.458,37138.353,44209.041,43565.355,45065.734,40899.464,38199.329,45664.335,49107.615,53936.6,53107.478,54160.612,56199.237,60561.798
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,15021.401,17862.491,16798.441,18474.928,20021.481,23164.724,19998.433,19610.785,19535.756,19566.728,21657.353,25223.942,22460.597,20498.871,18027.205
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,13269.464,18185.707,14688.724,13752.542,15567.106,19404.199,15125.671,16330.138,17221.802,18253.984,18859.416,22168.416,26974.622,28226.996,23000.953
