Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,500483.091,515472.8,530106.1810000001,538680.2559999999,546276.526,552762.7179999999,555096.7359999999,566494.893,579280.6089999999,597350.1989999999,602862.0309999997,604007.455,617094.9400000001,636111.5380000001,647653.1980000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,6176.923,7142.458,7177.897,7818.016,8459.281,8057.665,8276.819,8205.477,8274.171,8352.18,8780.87,8511.722,9028.278,10220.514,10670.087
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,16769.731,15247.037,15588.346,16953.379,16092.394,14329.009,15920.397,16298.959,16028.119,15654.539,15846.082,15865.728,16233.606,17536.524,17245.816
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1394.699,1289.839,1340.698,1368.358,1439.427,1459.885,1431.216,1441.723,1399.618,1335.693,1342.758,1430.447,1293.79,1264.563,1256.944
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,1070.142,964.525,907.281,923.361,981.902,1027.264,1067.014,1131.274,1161.538,1117.896,1146.548,1190.03,1165.801,1176.816,1148.194
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,15623.52,16517.404,16559.926,17305.234,18230.135,18703.091,19809.375,20210.853,21159.262,22563.342,23041.825,21156.989,21904.713,22795.825,21850.627
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,2254.768,2380.026,2448.481,2348.433,2336.406,2203.544,2367.447,2615.889,2659.383,2694.808,2942.781,3007.799,3106.53,3040.594,3034.957
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,7998.297,7622.963,8143.571,8005.018,8381.942,8613.462,8699.305,8514.158,8463.662,8770.024,8774.245,8821.725,8738.815,8815.685,8688.264
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,10605.435,10348.734,11043.594,11878.875,12112.897,12974.541,12043.191,12914.834,14316.426,15260.065,15080.292,14788.393,14274.031,14687.87,15715.568
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,56275.79,55925.27,54576.61,55551.627,54393.45,54100.135,56076.074,54361.804,54920.881,57833.271,58634.059,57939.778,55918.938,56426.965,59600.16
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,12640.673,13423.14,14259.252,14104.401,14266.071,15029.476,15334.708,15389.086,15562.011,15161.68,15311.738,13948.602,14376.552,14435.509,14222.427
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,26512.063,27693.498,28870.337,29762.897,30875.804,31952.513,33186.728,34985.884,36198,36813.569,36123.191,37321.588,39358.502,40533.882,41471.014
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,4678.629,5017.628,4841.472,4490.297,4403.972,4288.272,4066.544,4084.366,4234.717,4203,4191.142,4061.742,4006.715,3975.719,3842.031
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,8815.464,9150.151,9874.464,10178.229,10073.988,10158.121,10398.255,10722.36,10811.376,11014.267,11028.039,11376.378,11848.931,12474.508,13116.757
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,54464.374,54835.117,56205.994,57178.173,56741.151,56924.137,56409.63,59155.076,58891.659,61337.927,63538.771,64611.337,66976.931,68568.184,68073.856
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,65445.274,68302.031,70050.367,69455.278,71248.753,70752.391,69937.34,73919.533,76620.401,81113.276,83210.857,84194.783,85021.883,84289.741,84550.646
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,9609.67,9958.623,9833.93,10146.649,10647.171,10827.381,11001.044,11079.958,11198.161,11817.458,12445.358,13131.461,13717.77,13759.554,12943.645
