Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,63284.16000000002,64852.54899999999,67162.57200000001,76731.73700000001,77460.528,83482.55199999998,77362.29600000002,81131.29499999998,83822.53700000001,92028.488,90454.38299999999,96928.78600000001,101122.70399999997,100885.737,102391.85999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,92.645,93.901,93.579,98.992,99.063,95.2,88.058,91.487,95.837,101.515,98.531,101.45,109.047,119.638,124.2
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,336.787,347.685,368.066,404.589,422.651,442.617,438.337,441.052,475.696,546.403,532.07,511.569,479.527,457.855,436.536
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,40.465,40.602,42.05,42.991,42.945,43.312,38.428,40.95,45.053,49.207,48.117,48.589,51.405,56.726,57.995
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,46.227,46.214,48.249,50.65,50.358,48.514,41.913,43.759,45.451,48.461,47.476,48.207,51.55,57.423,58.561
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,36857.452,38300.028,39604.695,47524.767,47570.635,52632.757,48179.582,50857.753,51861.738,58107.367,57696.817,64010.376,66537.84,62734.238,62904.414
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,837.345,837.233,853.465,853.301,852.635,856.763,808.132,826.776,866.422,943.794,916.731,920.482,958.731,1058.311,1078.351
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,275.855,278.238,287.896,301.371,305.206,311.776,296.603,308.573,326.855,349.743,346.839,362.891,389.284,433.947,453.293
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,900.498,911.17,939.711,983.709,997.69,1023.283,982.254,999.742,1048.24,1102.435,1073.001,1079.802,1135.933,1258.887,1310.736
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,791.437,766.827,750.251,799.556,831.577,825.984,804.703,836.362,879.564,947.701,904.627,888.884,924.094,1003.871,1034.113
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,209,211.593,218.205,228.284,235.545,243.066,245.866,251.786,261.404,274.484,255.363,252.304,262.376,287.597,296.258
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,6.068,6.242,6.643,6.968,7.244,7.716,7.589,7.854,8.255,8.778,8.45,8.577,9.002,9.864,10.048
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,19191.537,19282.803,20093.198,21404.293,21948.301,22714.313,21326.235,22246.982,23567.223,24928.165,24040.351,24171.405,25447.394,28124.043,29160.372
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,211.654,201.117,194.263,199.347,200.994,195.843,196.372,208.806,219.236,237.432,227.661,224.592,236.161,258.036,273.127
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,118.139,118.531,119.109,129.32,134.701,134.997,131.828,144.317,158.947,174.305,172.972,174.974,186.567,208.858,223.525
