Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,59074.958999999995,63416.24600000001,66193.73099999999,69062.46800000001,71077.24300000002,68786.56099999999,61213.63499999998,64565.45300000001,67216.40599999999,67893.968,66162.78300000001,68026.726,72516.738,72648.68199999999,74363.917
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,428.003,453.842,521.625,547.048,562.428,788.53,750.328,766.174,828.899,948.034,985.213,1023.757,1020.486,1064.702,1150.638
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,1913.52,2503.093,2653.026,2863.442,2894.451,2473.708,2429.206,2431.755,2504.778,1973.071,2025.851,1938.507,2131.018,2184.947,2245.81
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,170.667,191.61,212.401,245.42,295.945,228.777,179.468,139.95,132.267,148.473,215.669,191.226,181.778,174.859,155.263
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,48.155,45.129,58.826,66.232,73.383,59.457,50.8,45.433,44.665,50.062,76.139,81.498,60.221,46.828,27.873
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2623.049,2701.905,2819.959,3015.952,2885.661,2645.636,2519.109,2737.488,2836.648,2961.168,2938.2,3038.597,3009.928,2963.89,2964.572
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,117.904,130.309,186.98,182.326,183.119,214.995,195.249,197.272,206.304,157.282,132.039,128.14,161.428,138.471,136.572
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,455.051,396.655,444.713,496.366,482.729,452.687,534.294,596.431,547.989,514.045,371.049,408.078,403.6,580.575,617.493
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1901.926,2077.443,2625.416,2690.674,2796.879,2644.584,2336.059,2506.185,2585.155,2626.501,2881.998,2819.409,2854.194,2826.33,3001.11
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,2544.599,2612.476,2832.273,2992.06,3079.733,2827.418,2417.815,2644.824,2897.514,3088.101,3033.85,3135.718,3296.616,3184.096,3230.8
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,647.846,722.419,633.271,724.672,718.532,653.541,582.797,588.577,639.926,466.806,436.904,452.598,438.691,440.198,430.784
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1612.655,1672.214,1774.794,1897.894,1847.337,1782.28,1453.318,1620.39,2197.455,2317.974,2401.783,2474.499,2715.334,2792.727,2911.77
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,170.266,182.084,193.05,224.91,225.29,222.77,206.968,210.005,224.23,193.966,221.683,242.175,202.864,174.132,174.271
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,2602.938,2714.83,2843.009,2755.669,2767.999,2867.631,2672.388,2627.86,2817.527,2861.197,2986.615,3069.241,3184.551,3216.487,3317.872
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,2752.408,2890.619,3102.257,3232.046,3065.171,2959.724,2830.452,3026.862,3157.273,3335.519,3111.648,3316.051,3424.431,3430.42,3605.25
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,7737.242,7932.185,8093.29,8420.399,8385.825,8790.682,7284.423,7513.198,7642.048,7437.983,6901.804,7108.306,7731.471,7508.143,7932.343
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,502.456,544.102,640.555,670.668,686.27,666.919,608.177,612.428,626.708,572.478,555.432,620.488,600.54,572.616,529.765
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,4632.331,5109.276,4209.531,4582.422,4847.453,3765.438,3349.303,4421.271,4868.225,4777.592,4671.719,5030.852,5695.435,5589.102,5155.918
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,564.603,518.233,422.032,408.739,401.171,377.1,313.034,262.925,244.836,288.054,233.276,247.351,214.477,191.667,218.108
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,10776.933,12252.581,12804.798,12644.011,13429.796,12943.172,10891.291,12047.496,11625.111,12276.453,12018.114,11619.026,13184.361,13083.993,13138.1
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,1570.771,1588.221,1690.687,1609.917,1504.442,1465.594,1390.861,1373.749,1436.607,1407.892,1535.587,1507.907,1543.884,1445.744,1460.68
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,2304.835,2285.489,2350.893,2638.96,2912.319,2866.858,2760.074,2899.035,2861.499,2509.262,2391.707,2563.734,2516.909,2899.987,2943.573
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,1620.095,1865.035,2103.026,2155.086,2200.526,2250.458,1828.185,1828.277,2134.246,2131.177,1836.36,2046.523,2171.4,2528.129,2858.54
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,709.629,761.618,857.814,908.334,879.428,995.28,745.502,639.566,616.712,412.285,381.614,490.302,526.575,519.284,695.208
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,3069.484,3325.09,3464.893,3700.311,4048.815,3635.082,3447.649,3243.074,3562.348,3968.166,3872.889,3918.995,3991.171,3704.198,4047.088
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,366.922,399.271,461.763,492.689,493.615,466.509,406.937,369.291,376.317,424.361,421.92,378.469,651.94,611.615,619.615
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,1399.099,1638.317,1865.326,2014.147,2143.679,1800.058,1477.274,1354.185,1666.609,1841.926,1788.028,1947.287,2085.719,2230.42,2295.549
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,188.415,203.784,205.612,238.128,260.873,282.504,239.755,237.687,239.17,252.238,248.888,254.964,275.386,255.183,299.874
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,750.843,787.015,902.348,919.923,902.742,893.926,751.854,862.122,924.611,927.08,885.494,958.068,1084.768,1055.363,1027.726
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,775.042,815.889,910.254,1025.46,1116.821,1196.222,1093.623,1184.327,1245.774,1260.891,1272.451,1309.475,1347.864,1431.517,1451.426
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,2423.013,2402.125,2473.593,2561.417,2784.047,2918.163,2923.515,2829.37,3006.379,3389.32,3220.85,3203.022,3391.656,3131.005,3061.528
