Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,266422.794,276664.7679999999,285367.409,294267.03699999995,304343.96599999996,313913.7009999999,299410.49999999994,297726.36799999996,311811.61699999997,315556.60699999996,311660.6089999999,316879.99499999994,330217.5120000001,355026.0059999998,356462.091
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1862.079,1863.307,1888.873,1981.116,2202.196,2372.298,2225.262,2296.239,2258.585,2351.16,2494.277,2529.818,2617.812,2854.87,2754.879
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,6319.976,6493.041,6778.466,6886.54,6932.083,7502.841,6291.487,6654.104,7104.214,7075.564,7511.514,7282.549,7907.379,8300.39,8797.124
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,832.499,846.724,955.572,941.632,1102.545,1223.744,1024.107,1231.307,1284.624,1367.067,1307.196,1411.885,1343.37,1506.222,1545.678
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,2870.191,2838.382,3292.42,3377.4,3327.53,3603.08,3488.063,3408.503,4059.505,4213.94,4093.104,4259.994,4265.81,4232.685,4214.954
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,3660.285,3889.085,3714.171,4295.698,4512.974,4796.615,4212.553,4277.803,4902.74,5320.566,5463.468,5148.28,5518.17,5974.027,5545.482
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,592.468,659.333,715.604,788.489,785.332,921.331,847.934,786.267,840.482,890.987,955.949,942.989,977.395,973.244,997.24
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,1402.51,1543.414,1794.077,1725.434,1746.906,1894.24,1814.39,1840.357,1886.362,1832.284,1710.394,1655.912,1954.463,1829.65,1903.291
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,3188.934,4099.204,4263.404,4865.045,4716.063,4730.095,4131.849,3822.495,4022.98,4129.069,4430.025,4418.166,4462.829,5045.416,4718.512
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,144204.462,147355.269,150249.387,155002.403,157992.406,156686.137,153730.863,155605.224,158256.735,157029.31,153645.911,154637.454,163881.761,175683.204,171226.517
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,1685.912,1767.984,1886.489,2015.117,2221.131,2142.61,2012.378,2110.857,2133.384,2244.484,2357.896,2355.281,2495.326,2758.503,2717.451
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,4417.998,5348.886,5408.526,5499.392,5623.612,6013.407,5840.08,6236.023,7024.745,6537.568,6808.226,6368.627,6991.2,7844.725,7435.087
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,1524.926,1436.428,1507.748,1582.323,1760.877,1741.44,1629.888,1375.281,1573.676,1404.88,1485.279,1528.577,1475.652,1706.925,1705.733
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,943.3,1111.8,1250.006,1275.831,1472.073,1397.117,1342.254,1251.644,1071.462,1314.366,1439.447,1551.232,1570.128,1618.992,1365.815
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,15439.453,14710.79,15484.116,16059.104,17037.157,19401.985,16158.947,16645.916,17749.131,17643.181,17959.224,19964.105,20766.191,21643.439,23452.707
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,11174.224,11480.059,11346.269,11899.649,12236.315,13168.414,13363.117,13170.375,13969.644,14704.423,14143.464,14938.71,14384.061,14886.743,16251.245
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1870.62,2326.305,2258.2,2505.194,2291.014,2514.903,2304.461,2350.546,2452.358,2630.332,2452.441,2340.432,2375.236,2716.924,3061.172
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,1369.324,1606.753,1684.247,1646.283,1607.441,1720.184,1837.955,1804.369,1886.968,1888.845,1657.198,1724.392,1642.964,1714.397,1961.584
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,531.066,643.066,650.699,665.293,747.276,791.697,762.069,699.115,697.582,687.845,779.608,844.821,793.625,815.822,903.501
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,18670.377,20069.89,21095.096,21480.112,23171.948,23890.871,23902.061,22630.074,23551.951,24968.369,23885.509,24268.475,26195.538,29570.57,30212.358
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,1253.707,1528.426,1604.728,1490.55,1592.593,1723.677,1544.778,1666.114,1631.267,1807.637,1696.287,1732.221,1748.552,1916.675,1749.999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,4786.133,5112.145,5004.368,4995.198,5446.376,5846.083,5229.094,4963.537,5127.612,5751.619,5260.462,5525.012,5438.417,6060.802,7102.385
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,6896.049,7712.643,8784.515,9584.032,9830.836,10659.455,9727.269,9340.455,10267.941,9774.674,10007.497,11073.273,11059.931,11976.636,12552.962
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,2586.744,2958.294,3197.742,3421.779,3734.264,3974.372,3614.636,3900.657,4491.388,4423.336,4326.606,4475.883,4453.173,5154.763,5287.113
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1846.757,1876.528,2242.929,2074.014,2470.116,2618.626,2306.094,2380.296,2727.574,2500.809,2416.488,2587.499,2581.094,2975.778,3055.414
