Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,277503.074,284592.70499999996,293231.1990000001,302957.011,313845.725,317744.88699999993,316050.35599999997,318485.57000000007,324113.00899999996,333942.6479999999,340085.08900000004,344676.6849999999,353315.43799999997,361191.407,360423.144
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2136.993,2348.758,2447.319,2561.955,2587.821,2639.093,2660.127,2668.492,2652.846,2762.033,2832.542,2856.674,2899.262,2997.828,2938.806
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,9608.841,9605.938,9986.55,10273.709,10564.208,10766.449,10391.619,9838.982,10087.529,10640.881,10652.047,10635.292,10628.609,10992.369,11307.284
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2014.976,2026.976,2122.999,2263.841,2383.71,2430.387,2425.729,2495.334,2540.667,2645.158,2661.586,2716.745,2778.416,2822.254,2926.529
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,2768.57,2783.192,2877.654,3112.832,3146.581,3352.258,3141.598,3374.618,3372.319,3298.019,3433.772,3475.764,3456.897,3319.916,3257.927
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,6064.895,6307.137,6332.966,6483.21,6688.626,6844.194,6672.048,6801.536,6765.589,7091.517,7039.478,6920.408,6821.176,7345.689,7457.472
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,1587.835,1677.335,1740.49,1793.994,1821.274,1833.867,1832.784,1900.472,1922.177,1991.81,1993.556,2108.341,2126.825,2140.826,2116.603
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,6119.934,5805.409,6022.851,6103.461,6190.502,6571.671,6302.17,6482.309,6611.478,6935.273,6970.713,7375.003,7346.575,7613.048,7197.23
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,8130.292,8182.193,8660.868,8942.282,9294.66,9571.232,9387.406,9162.105,9071.39,9564.678,9590.523,9242.814,9423.243,9777.412,9606.657
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,60836.144,61638.512,63333.747,64817.979,67857.425,68064.435,67788.693,68021.024,69421.959,71049.26,72650.229,73218.517,75896.803,77507.495,76125.873
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,2559.095,2598.014,2688.156,2723.216,2824.377,2855.129,2716.66,2845.272,2947.647,2936.976,2909.427,3116.244,3207.081,3313.56,3420.469
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,11096.51,11514.776,11670.353,11842.011,12110.58,12416.132,12338.667,12615.951,12702.411,13050.52,13569.263,14138.797,14568.355,14507.432,14244.18
