Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1189558.628,1239796.4579999996,1284922.8800000001,1336644.386,1355909.339,1358536.0150000004,1172373.6669999997,1293028.3010000004,1397444.7470000002,1416595.0000000002,1455207.041,1479124.986,1531560.306,1584252.743,1629222.0899999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,12732.685,13553.991,14038.346,14410.94,15305.698,15833.29,13506.009,14368.219,15391.207,15359.844,16536.65,17153.327,17189.001,18101.304,18655.502
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,34912.12,36361.645,37740.983,38667.911,39028.144,39007.36,34101.646,38799.115,42717.906,43653.956,45093.151,44998.699,50818.376,54034.068,56009.846
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,8869.757,9350.103,9701.293,10238.394,11007.396,11599.793,10128.047,11771.822,13101.002,12891.28,12543.405,12902.309,12367.308,14689.321,15228.672
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,7484.542,7944.354,8462.232,8799.842,9041.722,9379.366,7788.801,8881.819,10260.381,10245.976,10386.636,10191.481,10960.639,10368.933,10354.018
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,34445.546,35059.552,36144.933,36643.982,37477.702,37855.728,32726.858,36654.798,38256.975,37478.981,38368.045,36317.01,37574.138,39454.234,40824.715
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,5962.756,6492.456,6879.967,7387.916,8282.414,8596.698,7554.961,8654.165,9411.637,9398.416,10139.483,10928.944,10693.355,11884.675,13508.69
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,24494.803,25753.63,27225.237,27024.503,29600.691,27058.087,24778.851,25176.931,27521.646,27553.445,29670.702,30856.986,29673.858,36129.863,34764.59
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,32891.208,34024.508,35440.544,37963.814,42146.753,44310.122,36572.606,38624.113,41379.124,42426.379,43818.196,42436.09,44847.167,42824.156,45286.953
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,199589.105,208806.205,215859.196,228011.879,222722.013,220836.434,191165.809,209813.53,220361.68,225907.297,236194.214,243175.007,244376.85,236657.693,246278.457
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,11074.357,12362.191,12497.906,12908.199,13251.505,13244.736,11716.728,12704.371,13976.188,15042.307,16278.774,15889.593,16717.506,19360.468,19576.852
