Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,52095.146000000015,53240.117999999995,54560.89799999998,57588.14599999999,58639.71500000002,60438.509,59057.62700000001,62376.61000000001,62808.26300000001,63695.932000000015,63193.82700000001,64389.34700000001,66752.66799999998,68746.126,69453.88100000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,201.209,220.12599999999998,255.293,288.58,280.08500000000004,309.337,357.627,395.18399999999997,399.33399999999995,378.15099999999995,416.37800000000004,441.118,666.279,761.762,698.78
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,2344.522,2710.495,2815.8199999999997,3114.423,2978.1359999999995,2904.717,2985.402,3370.143,3382.858,3774.818,3989.907,4329.107,4873.472,5097.068,5622.131
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,44.870999999999995,44.069,45.201,52.869,55.054,57.402,53.571,54.800000000000004,48.333,44.631,40.538,38.875,37.996,38.777,37.817
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,26.868000000000002,27.236,28.134,32.397,30.716,33.916,30.941,32.177,29.866,29.554,29.529,30.373,29.189,30.071,27.843
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1013.4590000000001,1231.223,1413.906,1424.562,1495.146,1625.104,1675.971,1764.834,1803.11,1825.9850000000001,1718.703,1745.6399999999999,1917.551,1993.8410000000001,2113.581
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,30.532,31.897000000000002,32.41,34.778,35.412,35.463,35.339,42.242999999999995,35.196,32.919,31.823999999999998,28.826999999999998,31.761000000000003,24.769,26.435000000000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,44.143,44.287000000000006,42.338,53.229,55.629000000000005,59.699,47.16,47.153,49.285,43.376999999999995,137.025,115.217,110.43599999999999,107.797,83.016
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1607.7730000000001,1789.43,1841.9669999999999,1850.237,1846.101,1909.982,1814.4299999999998,1966.068,1857.2200000000003,1805.0369999999998,1761.362,2034.3609999999999,2015.862,2134.447,2090.645
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,8928.41,8454.285,9107.457,9471.877,9391.33,9856.04,9385.186,9737.735,9391.476999999999,9251.943,8594.071,8612.348,9033.474,9137.949,8812.739
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,276.371,305.96500000000003,315.428,345.733,358.577,370.579,334.595,358.801,342.47799999999995,390.905,375.736,372.77000000000004,364.242,378.846,406.614
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1513.158,1604.306,1733.558,1926.176,2021.661,2148.474,2101.072,2295.075,2429.692,2577.402,2637.504,2660.754,2734.078,2684.819,2712.025
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,57.323,57.59,57.224,60.138000000000005,61.974,66.39,62.878,66.87,62.078,64.06400000000001,61.902,59.372,56.207,54.396,47.32899999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,737.1030000000001,870.698,880.58,937.754,942.583,1099.5520000000001,1081.461,1131.248,1183.865,1315.101,1695.062,1583.78,1487.4740000000002,1421.076,1296.46
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,2766.277,2704.3940000000002,2765.7239999999997,3079.51,3169.1389999999997,3363.058,3660.827,4477.199,5660.771,5406.8060000000005,3846.568,3330.388,4179.957,4725.093,4925.54
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,11336.515,11267.214,11162.67,11477.218,11821.129,12794.839,12524.637,12725.079000000002,12256.152999999998,12357.767,12352.788999999999,12300.427,12673.968,12984.229,13054.051
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,592.004,585.335,533.286,548.986,547.472,563.3530000000001,573.633,537.496,524.097,495.781,475.70399999999995,486.706,490.16600000000005,509.727,501.155
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,360.863,363.49199999999996,364.23400000000004,368.667,378.413,403.54600000000005,391.623,402.428,387.443,387.213,374.216,385.567,395.422,389.865,390.087
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,59.121,59.545,59.684999999999995,65.47,65.288,67.073,71.96400000000001,77.64,72.319,68.379,64.175,57.908,50.837,47.081,44.653999999999996
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,5837.704,5943.362,6058.742,6145.819,5968.790000000001,5831.491,5711.831,5975.099999999999,5814.271000000001,6122.415999999999,6627.455,7125.1939999999995,7373.485,7786.66,7993.706
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,220.773,240.752,236.34199999999998,253.058,247.194,266.808,241.658,182.41000000000003,204.256,224.657,244.48000000000002,244.296,239.643,243.041,242.01399999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1173.39,1265.379,1126.366,1145.636,1120.1589999999999,1189.2959999999998,1353.4750000000001,1379.5169999999998,1483.486,1631.748,1675.0480000000002,1730.095,1882.5149999999999,1869.845,2107.152
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,4058.491,4386,4645.55,4945.823,5029.6810000000005,5111.526,5231.9349999999995,5471.686,5627.738,5759.271000000001,6089.4169999999995,6297.816999999999,6211.685,6540.427000000001,6554.088
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,117.107,113.778,125.325,140.14,133.24099999999999,140.17000000000002,128.239,132.156,116.247,117.481,111.328,104.91,116.613,159.357,135.83499999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,2457.286,2439.104,2453.101,2798.6769999999997,3010.214,2788.058,2544.452,2681.681,2644.1639999999998,2539.944,2511.661,2462.34,2341.909,2542.781,2555.71
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,741.779,711.1110000000001,692.617,788.227,839.759,935.347,841.893,879.845,834.518,848.25,763.023,782.581,805.414,767.731,760.8299999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,892.874,1006.9979999999999,1028.435,894.409,806.936,811.256,809.668,910.9459999999999,838.258,853.465,903.133,933.1579999999999,1003.6379999999999,989.5640000000001,987.497
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,120.67099999999999,135.373,137.518,150.09,155.152,156.613,147.97899999999998,153.508,144.692,143.696,141.582,136.81900000000002,129.047,134.14999999999998,129.62900000000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1352.748,1286.0880000000002,1190.515,1302.6009999999999,1701.768,1398.9470000000001,1169.955,1294.092,1182.3400000000001,1141.6770000000001,1210.73,1332.394,1257.841,1303.594,1308.44
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,907.434,951.996,1023.241,1248.686,1403.616,1466.294,1528.5849999999998,1610.298,1769.429,1678.923,2023.8210000000001,2255.2490000000003,2012.1570000000002,1731.624,1758.2740000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1534.471,1649.197,1642.486,1855.7740000000001,1903.137,1862.4810000000002,1807.631,1860.4520000000002,1907.7,2070.858,1992.365,2090.9809999999998,1971.181,1898.879,1731.675
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,711.999,708.2470000000001,714.026,749.3340000000001,747.725,769.786,307.904,310.932,277.76599999999996,269.781,254.155,239.248,224.055,222.96,264.468
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,27.897000000000002,31.146,31.719,37.268,38.498,41.912000000000006,44.105000000000004,51.814,47.823,43.931999999999995,42.636,40.727,35.114000000000004,33.9,33.661
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.386233680965,0.413458888277,0.467904688812,0.501110072201,0.477637041722,0.511821031191,0.60555599364,0.633545170217,0.635798509505,0.593681555676,0.658890305852,0.685079163794,0.998130891188,1.10807989384,1.006106483812
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,4.500461520926,5.091076244422,5.160875467995,5.408097353924,5.078701354534,4.806069918105,5.055065961252,5.402895412239,5.386007888803,5.926309391312,6.313760677922,6.723328006417,7.300789835097,7.414334881939,8.094768671026
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.086132784809,0.082774046444,0.082845044083,0.091805351747,0.093885176625,0.094975870434,0.090709706301,0.087853443783,0.076953250562,0.070068838933,0.064148670724,0.060374894002,0.056920571325,0.056406087523,0.05444908111
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.051574862656,0.05115691141,0.051564400571,0.056256369149,0.052380882138,0.05611653987,0.052391200886,0.051585041252,0.047551068241,0.046398567494,0.046727665346,0.047170846445,0.043727091178,0.043742101191,0.040088472522
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1.945400057042,2.312585032212,2.591427289192,2.473707002132,2.549715666251,2.688855213156,2.837856996862,2.829320157027,2.870816535716,2.866721535686,2.719732419434,2.711069581122,2.872620761765,2.900295792668,3.043143118237
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.058608147485,0.059911587724,0.059401514982,0.060390900586,0.060389106598,0.058676166217,0.05983816451,0.067722500469,0.056037212811,0.051681479439,0.050359349181,0.044769828152,0.047580120693,0.036029666603,0.038061227997
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.084735341753,0.083183512103,0.077597696431,0.092430480398,0.094865740736,0.09877642746,0.079854207484,0.075594040779,0.078468974695,0.068100110381,0.216832887807,0.178937984881,0.165440578345,0.156804472153,0.119526797934
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.086224194477,3.361055661071,3.375983657747,3.212878219764,3.148209366297,3.160207013049,3.072304276635,3.151931469184,2.956967620646,2.833834035115,2.787237430643,3.159468289063,3.019897272121,3.104825135892,3.010119765661
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,17.138660097046,15.87953843378,16.692278415212,16.447615799265,16.015306349971,16.307549876851,15.891573157858,15.611196248081,14.952613798602,14.525170932423,13.599541929942,13.375423732749,13.532753477359,13.29231119147,12.688619949114
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0.530511998181,0.574688808917,0.578120983273,0.600354454891,0.611491716834,0.6131504667,0.566556797143,0.575217216838,0.545275388367,0.61370481242,0.594577062092,0.578931170089,0.545659088862,0.551079780117,0.58544460604
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,2.904604586385,3.013340428735,3.177290080526,3.344743899205,3.447596905954,3.554809732318,3.557664110006,3.679383987043,3.868427311865,4.046415397454,4.17367348238,4.132289150253,4.095833293135,3.905411339106,3.90478539277
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.110035203664,0.108170308713,0.104880971717,0.104427741084,0.105686052533,0.109847183689,0.106468890123,0.107203645726,0.09883731381,0.100577851659,0.097955770269,0.092207799529,0.084201877893,0.079125913219,0.068144500089
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.41491685233,1.635417111585,1.613939711916,1.628380257284,1.607414019662,1.819290413005,1.831196163706,1.813577236724,1.884887343565,2.06465461562,2.682322119849,2.459692594801,2.228336401475,2.067136117605,1.866648747822
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,5.310047504234,5.079616840819,5.069058797383,5.347472030095,5.404424288215,5.564429129117,6.198737040349,7.177688880495,9.012780690974,8.488463596074,6.086936307877,5.172265530197,6.261857578487,6.873249846835,7.091813918937
