Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,272162.785,286152.7080000001,298050.41500000004,309962.912,305697.19100000005,292375.66199999995,235776.43300000002,266043.036,270977.147,274353.642,265077.284,284177.945,281529.941,286019.57,289582.171
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,987.686,1024.025,1119.409,1147.7969999999998,1184.903,1214.6480000000001,947.8929999999999,1247.875,1158.615,1203.2830000000001,1054.0900000000001,972.788,1089.261,1183.918,1173.703
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,5979.9490000000005,6471.414000000001,6677.848,7310.666,7201.023,5990.461,5086.434,4910.574,4710.273,5126.389,5419.872,5912.976000000001,6383.731,6587.817,6929.0160000000005
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,105.513,100.158,102.222,117.172,137.992,142.03,118.474,119.186,115.095,95.852,77.262,78.14599999999999,102.333,90.833,88.944
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,87.599,91.921,111.257,121.471,133.603,157.871,151.592,149.999,153.425,104.561,77.799,115.579,117.341,70.787,51.982
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,67532.508,65378.596,67049.95599999999,73438.29000000001,77704.388,71826.235,48276.66,60194.801999999996,62267.968,63997.106,58087.084,64114.462999999996,64568.643,64889.747,64583.83
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,389.307,422.851,304.41700000000003,307.7,317.056,318.15500000000003,238.05,284.92,310.923,261.921,168.93,130.847,116.29400000000001,138.425,139.94299999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,814.694,881.775,862.814,907.187,828.698,1019.589,1017.056,1192.826,1405.452,1052.797,973.732,969.131,988.638,900.029,893.944
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,4480.332,4707.452,5366.384,5003.791,4303.017,3763.049,2912.9339999999997,3080.449,3192.156,3430.155,3476.212,3464.123,3729.687,4055.5,4720.494
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,17781.364,17819.837,17045.269,17652.925,16648.482,15623.613000000001,12870.116,13887.418000000001,12800.772,8743.632,8987.632,8583.946,8733.912,7911.228000000001,6611.749
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,454.427,521.473,627.27,775.9689999999999,1003.4839999999999,1116.35,903.465,972.2819999999999,1306.076,1418.226,1256.837,1204.696,1036.172,1027.131,1016.8030000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,4504.077,4295.079,6853.763999999999,7204.49,6704.831,8286.833,7580.263,9356.861,9627.999,10034.238,12829.746,12701.01,13235.560000000001,13780.844000000001,13714.44
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,162.304,166.56,180.243,207.16299999999998,223.426,236.502,219.69299999999998,238.091,247.22,223.334,177.22500000000002,171.886,183.55100000000002,192.656,182.37099999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,3384.075,3620.0029999999997,4052.966,4179.591,4327.3060000000005,4573.928,3432.561,3788.614,2032.844,2012.659,1994.245,2464.891,2570.174,2846.6530000000002,3054.594
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,12418.323,13855.033,12536.065999999999,12390.662,12051.321,11652.68,10445.278,12517.469,12769.077000000001,12699.283,11246.835000000001,13035.858,13303.372,13523.164,14405.699
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,19243.676,21995.976000000002,19317.578999999998,19587.218,18793.926,18423.66,16509.348,16375.316,17227.89,17811.787,15527.523,16329.749,17408.385000000002,16977.511,17596.103
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,20359.004,21685.204999999998,23420.574,23183.883,24783.624,22955.767,13701.809,17867.963,14327.734,14181.107,16008.139000000001,17902.847999999998,13776.356,13761.172999999999,15612.328
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,847.174,802.034,953.9509999999999,944.8879999999999,894.8389999999999,891.419,803.89,885.7869999999999,914.863,712.822,702.369,751.803,655.731,722.797,724.0530000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,104.291,112.555,112.529,111.604,108.709,124.838,126.394,168.755,177.706,152.659,88.625,81.371,75.73,72.442,81.609
