Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,320817.877,332481.37499999994,337861.348,343231.52199999994,350260.50499999995,349724.847,314846.53400000004,319526.714,325321.8440000001,341158.20800000004,344770.8300000001,354225.37599999993,380771.6770000001,394434.99199999997,410578.07700000005
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,3009.298,2846.622,2670.236,2449.527,2376.98,2605.283,2190.537,2307.857,2439.548,2817.615,2902.186,3042.234,3460.656,3794.488,4108.517
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,12204.779,12381.124,13254.712,13115.948,13091.387,11072.794,9984.99,9735.826,9929.754,10206.564,10893.632,11368.911,12228.377,12979.756,13111.959
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,5821.453,7885.062,11014.099,13048.744,15306.901,13644.222,13294.53,13895.684,14250.285,15999.833,15543.51,14637.996,17290.296,18802.235,21151.723
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,3540.521,3353.797,3517.394,3540.237,3436.569,3418.067,3641.034,3708.478,3834.313,4123.956,4254.56,4854.056,4502.546,4286.683,4074.929
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4785.095,5066.859,5088.358,5965.387,5986.46,6186.633,5382.83,5076.59,5263.023,5589.676,5555.012,4907.424,5791.783,6305.47,6347.802
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,3225.666,3185.748,3370.707,3498.966,3180.688,2869.044,3074.594,3081.683,3179.156,3222.677,2873.769,3405.377,3253.351,3444.467,3760.442
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,6052.549,6386.225,6231.334,4950.321,6006.764,6014.228,5982.459,5652.104,5624.642,5798.165,5361.347,5278.834,6199.671,6184.527,6240.951
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,7612.652,8531.909,8293.606,8912.666,7609.848,8932.106,8063.444,8084.042,7724.338,7301.801,7298.381,6575.993,8148.844,8178.178,8060.729
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,60985.387,63419.472,63731.593,58169.971,56811.627,57284.316,48731.217,50686.539,53675.473,56257.256,53555.241,47711.089,53888.128,53356.903,52401.487
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,1962.652,1987.078,1982.342,2259.835,2236.939,2348.798,2320.742,2345.391,2173.036,2273.304,2088.836,2304.131,2483.387,2606.106,2687.497
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,9365.469,9274.084,9558.573,10029.81,9529.606,9229.498,8878.111,9332.835,9402.064,10362.758,10631.67,10940.632,11896.039,12725.302,13636.738
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,10441.662,13077.126,12579.139,12923.496,13733.286,14059.602,11869.067,12818.629,11162.587,11616.156,11368.497,12429.762,13012.518,13206.101,13909.311
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,3582.343,3277.533,3115.424,2976.643,2946.893,2611.448,2108.66,2430.67,2851.879,3314.977,3399.248,3789.42,4457.255,4236.342,4131.527
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,23282.562,22163.198,23969.114,24658.656,24726.775,24842.627,23067.045,22724.65,23275.943,23997.35,25212.586,30266.083,29070.944,31774.009,33997.126
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,18356.796,18073.754,17911.955,20479.487,22951.45,22932.405,19738.768,18544.26,20210.343,19844.652,18749.053,21563.93,18717.806,20319.602,21639.188
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,7477.54,7331.995,8951.234,7807.425,7415.091,7687.477,7648.239,7457.483,6745.784,6793.939,6363.175,6748.489,6299.305,6807.536,7557.765
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,5545.121,5502.879,5178.247,6202.708,5568.332,5636.316,5063.571,4694.45,4429.124,4613.546,4724.162,4317.664,5265.197,5291.981,5568.564
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,7442.226,7734.155,9260.542,9977.811,7684.346,9330.366,8603.284,10144.167,9612.622,7516.852,9533.392,10375.126,13702.374,14661.201,15655.718
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,15772.058,15673.311,16271.32,16954.555,18567.97,17253.403,14558.709,13215.834,12515.142,14047.3,14763.572,16268.265,17814.518,18808.982,19500.458
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,6352.153,6833.573,6843.696,6233.009,6323.959,6570.725,6597.347,6544.451,6843.724,6678.7,7206.284,7070.097,7854.73,7443.375,8069.479
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,8037.292,7899.302,6506.905,6389.803,6274.178,6554.244,6298.04,6337.239,6562.144,7203.29,8389.824,9409.454,10288.333,10335.502,10862.664
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,4417.751,4604.826,4669.789,5153.362,5210.042,4902.69,4537.701,5054.769,5303.781,5675.607,6091.261,6402.61,6813.263,7803.657,8202.345
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,32380.682,35181.012,32017.471,31804.81,41084.933,44227.868,37483.001,43510.115,45219.865,50529.431,52930.544,55915.26,60576.57,62737.662,65013.775
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,4706.504,5763.839,5302.651,5246.736,5506.387,5960.915,5154.13,4501.921,4721.922,4777.003,4673.879,3995.084,5039.228,5648.862,6311.904
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,7823.521,7958.754,9925.138,10395.509,10123.523,10130.076,9918.678,9371.723,9066.516,8968.758,8864.609,9512.062,10486.199,10865.814,11462.334
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,6902.357,7407.234,7766.069,9329.852,8619.016,7458.026,7231.783,6926.27,7455.681,7908.348,7449.531,7468.742,8019.409,8551.078,8977.092
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,5716.83,5923.131,5732.307,6360.371,5538.573,5588.85,5101.747,5004.653,5128.864,5931.322,5443.26,5151.698,5239.467,4940.881,5163.346
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,6559.963,6831.824,6499.536,6619.897,6701.126,6978.607,6387.353,4856.793,5613.15,6097.053,7483.509,6017.305,6584.245,6972.035,6840.738
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2494.659,2907.019,2547.686,2734.577,1788.716,1481.318,1374.307,1314.086,1252.54,1285.599,1260.227,1266.407,1541.064,1560.959,1701.737
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,17981.905,16649.322,16003.211,17191.663,16060.765,13827.448,13439.748,12790.663,12377.503,12858.147,12725.118,13881.092,12506.024,11393.864,11520.238
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,4991.722,5290.8,5793.468,5445.108,5473.29,5669.843,4745.718,4960.058,5428.318,5390.157,5044.927,5134.912,5812.114,5722.159,6149.377
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,1986.709,2078.808,2303.492,2404.632,2388.085,2415.604,2375.15,2416.801,2048.78,2156.416,2136.028,2215.237,2528.036,2689.275,2760.617
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.93800820208,0.856174875961,0.790334856534,0.713666095039,0.678632037032,0.744952216678,0.69574753521,0.722273568651,0.749887548283,0.82589688125,0.841772489859,0.858841349638,0.908853312638,0.962005926695,1.000666433537
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,3.804270233981,3.723854907662,3.923121741644,3.821312192882,3.737614379332,3.166144497591,3.171383172984,3.046952124322,3.052286276848,2.991739246092,3.159673340114,3.209513425712,3.211472317569,3.290721224855,3.193536073773
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1.814566274934,2.371580062191,3.259946444066,3.801732406151,4.370147584867,3.901416246813,4.222542910382,4.348833255926,4.380365248391,4.689857264111,4.508359944488,4.13239620642,4.540856645701,4.766878036014,5.15169323081
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,1.103592179185,1.008717255215,1.041076175426,1.031442852152,0.981146589736,0.977358923543,1.156447223268,1.160615947748,1.178621439266,1.208810429676,1.234025511961,1.370329832045,1.182479231511,1.086790748018,0.992485772688
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1.491530037149,1.523952732691,1.506049161918,1.738006744031,1.709145026214,1.769000130551,1.709667859961,1.588784216646,1.617789612677,1.638441013267,1.611218675315,1.385395946337,1.521064551238,1.598608168111,1.546064525993
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,1.005450827792,0.958173371366,0.997659844772,1.019418606896,0.908092107045,0.8203717936,0.976537350098,0.964452380654,0.977234101747,0.944628305704,0.833530203237,0.961358849683,0.854409925032,0.873266081829,0.915889622621
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.886599667262,1.920776765315,1.844346515778,1.442268755257,1.714941854492,1.719702803959,1.900119059275,1.768898734395,1.728946919408,1.699553129321,1.555046579782,1.490247271274,1.628185964052,1.567945827687,1.520039999603
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,2.372888964663,2.56613141112,2.454736550687,2.596692153467,2.172625200777,2.554038146452,2.561071229706,2.530005049906,2.374368073482,2.140297618165,2.116878913451,1.856443226699,2.140086695576,2.073390588024,1.963263372194
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,19.009348098142,19.074593877627,18.863238833701,16.947735645329,16.219821015789,16.379824450963,15.477768289487,15.863005119503,16.499191182502,16.490078409604,15.533576607975,13.469133560889,14.1523467356,13.527426339497,12.762855577406
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0.611765160456,0.597650921048,0.586732401245,0.658399609346,0.638650081316,0.671613132481,0.737102603772,0.734020317312,0.667964983009,0.666348909888,0.605862160671,0.650470337845,0.652198456452,0.660718763005,0.654564174404
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,2.919247857251,2.789354441283,2.82914072787,2.922170417669,2.720719539875,2.639074140477,2.819821735754,2.920830901168,2.890080753385,3.037522696801,3.083691854093,3.088607632673,3.124192191427,3.226210214128,3.321350740312
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,3.254700797113,3.93319054338,3.723166048577,3.765241585241,3.920877690735,4.020189620671,3.769794397673,4.0117550234,3.431244229637,3.404917638681,3.297406860087,3.508998180864,3.417407014755,3.348105839454,3.387738357009
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.116628235776,0.985779428998,0.922101334894,0.867240567724,0.841343216815,0.746715031088,0.669742167147,0.760709478582,0.876633110441,0.971683202182,0.985944199514,1.069776548138,1.170584701866,1.074027935128,1.00627072692
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,7.257252063918,6.665996854711,7.094364046638,7.184263221605,7.05953844268,7.103477837821,7.326440824024,7.111971864737,7.154743350096,7.034082556794,7.31285358451,8.544301185243,7.634744324747,8.05557560674,8.280307182597
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,5.72187440789,5.436019987586,5.301569743337,5.966668469337,6.552679983146,6.557270722031,6.269329933294,5.803664979323,6.212414989262,5.816847296841,5.438120446559,6.08762992745,4.915755853343,5.151571846344,5.270419735538
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.330774104586,2.205234804506,2.649380893372,2.274681810839,2.117021729298,2.198150078825,2.429195869757,2.333915342052,2.073572409727,1.99143354628,1.845624526878,1.905139907311,1.654352300998,1.725895556447,1.840761945992
