Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,43890.462999999996,46188.79,43863.75300000001,44440.38100000001,43716.195,40922.049000000006,37979.893,39347.501000000004,37933.25200000001,38476.356,37914.043999999994,38163.384,40329.67199999999,40592.76499999999,38798.382
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1175.291,1102.253,1187.158,1093.276,1058.711,914.125,778.356,866.482,642.629,689.802,833.2819999999999,769.686,833.77,901.205,898.386
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,325.258,373.128,411.308,456.812,469.47799999999995,597.149,564.575,579.879,572.341,663.847,697.725,802.583,877.8820000000001,974.226,899.1
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,8.875,7.646,6.76,7.7010000000000005,9.395000000000001,9.157,9.072000000000001,9.922,9.770000000000001,9.597,9.379,9.572,11.036999999999999,12.337,10.455
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,18.619,25.005000000000003,20.067,28.116,27.610999999999997,21.565,13.097,14.322,14.429,17.863,15.081,16.634,16.211,14.023000000000001,12.741
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1812.681,1936.461,1685.958,1693.8120000000001,1783.104,1819.554,1393.789,1558.759,1624.585,1779.371,1765.708,1843.19,1909.009,1972.584,1862.723
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,21.836,23.761,22.853,21.877,21.447,20.86,21.884,23.464000000000002,22.236,21.078,20.081999999999997,22.153,29.118000000000002,29.864,31.011
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,106.209,106.049,96.076,100.088,110.25,109.033,94.504,109.301,95.50800000000001,90.48100000000001,77.5,81.49100000000001,90.327,113.38799999999999,103.812
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,582.767,632.519,662.958,649.5889999999999,635.089,1028.059,903.293,1030.7740000000001,907.297,970.656,1221.9189999999999,1291.274,1211.524,1148.565,1130.399
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,2990.7349999999997,3648.523,3442.6000000000004,3361.318,3109.681,2384.968,2323.48,2655.518,2538.175,2285.6440000000002,2184.232,2068.7740000000003,2118.676,2182.541,1859.5529999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,127.12,153.495,190.56900000000002,155.015,110.89099999999999,94.411,78.304,96.036,95.334,112.548,126.57900000000001,123.613,128.863,128.793,129.149
