Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,573105.6309999999,572171.305,576164.028,587677.4240000001,592562.2140000002,605743.1360000002,627092.0650000001,646505.8699999999,654530.9830000001,681262.737,671667.785,685150.6630000002,700004.979,700921.082,702449.4799999997
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,7358.969,7510.756,7248.997,7358.509,7196.932,7310.334,7796.205,8082.722,8583.372,9121.074,8298.285,8777.918,9182.39,9442.243,9446.844
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,16478.271,16083.506,16548.632,16958.691,17206.364,16853.04,18124.694,19186.777,19602.497,21194.379,21478.82,21489.042,21467.821,22469.123,22230.08
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,4799.983,4810.486,4894.652,5011.312,5043.695,4885.32,5468.405,5798.379,6064.058,6333.367,6325.234,6490.744,6686.791,6903.754,7108.355
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,5263.435,5261.28,5466.886,5473.009,5331.052,5457.662,5721.729,6176.948,6362.371,6500.385,6066.465,6043.87,6375.693,6552.23,6658.274
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,12383.149,12764.843,13198.839,12820.237,13340.716,12914.65,13147.174,13572.438,14010.681,14193.821,13229.952,14158.061,14255.07,14342.057,14419.439
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,4579.958,4533.939,4776.503,4857.385,4901.647,5135.144,5312.2,5265.933,5096.279,5370.063,5177.652,5413.671,5723.517,5684.209,5653.78
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,15326.188,15650.315,16212.484,16177.765,15505.717,15923.223,17175.332,17037.375,17590.726,16312.481,17117.982,17636.672,15740.626,15630.981,15891.741
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,14355.574,13861.176,14875.254,16448.291,15923.815,16401.602,15848.254,16747.817,17444.276,18385.329,17508.201,17953.653,18106.944,18677.912,18491.51
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,159459.853,157731.111,156326.018,162028.242,164887.517,171172.129,174656.4,177648.943,177062.515,184177.937,175842.269,182195.316,189104.986,186988.639,184313.118
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,9156.184,8739.735,9042.921,8895.783,8627.796,8537.883,8866.299,9294.217,9521.697,10040.337,10028.601,10123.456,10086.99,10011.21,10007.774
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,15851.338,16081.327,16134.376,16889.469,16503.892,17139.052,18828.057,19316.24,19904.545,20396.562,20253.79,20973.211,21284.37,21358.624,21337.899
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,13833.583,13810.49,13458.53,14511.596,14488.419,14628.753,15307.004,15519.685,15334.944,16302.43,16542.209,16986.044,17223.156,17444.945,17401.43
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,10091.385,9939.152,9773.676,9533.639,9528.49,10428.789,10027.23,10710.14,10946.071,11003.454,11804.647,12316.542,12255.355,12475.734,12711.322
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,27705.129,27598.052,27584.362,27561.739,27907.934,27889.293,29603.342,31782.065,32317.852,35444.72,34918.609,34542.901,34581.558,34840.792,35394.313
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,49259.783,49465.215,50091.8,50907.991,52987.884,54330.15,56146.25,59065.341,59493.22,61680.039,62756.307,65435.151,64677.341,65639.6,67208.051
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,15741.149,15458.916,15400.482,15983.364,16234.268,16400.168,17529.825,18199.499,18333.336,18816.122,18369.881,18783.285,19873.333,20254.165,20719.168
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,8778.281,8448.094,8784.979,8908.157,8772.826,8639.403,8441.945,8817.154,8991.617,9918.943,10167.548,9978.45,10504.017,10305.475,10400.717
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,6390.608,6562.249,6455.882,6723.351,6679.505,6670.966,7111.881,7394.722,8090.302,8901.634,8571.77,8582.423,8754.34,8850.499,8739.317
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,19284.11,19685.324,20137.483,20058.848,19876.739,21279.367,22018.581,23228.962,24236.989,25770.791,25836.549,26239.66,26083.693,25904.989,26334.343
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,15538.851,15575.313,15926.725,15780.786,15726.679,15777.246,15988.908,15721.685,16018.122,15867.406,15336.342,15811.53,16906.709,16775.231,17085.287
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,15669.855,15918.482,15417.155,15207.028,15115.95,15050.302,15419.699,15813.95,16844.624,17207.664,18152.599,17984.113,17155.883,17408.606,17620.998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,8272.238,8363.302,8697.036,8755.162,8577.643,8097.459,8951.107,9135.267,9488.192,10231.286,10118.018,10101.085,10511.263,10485.464,10460.682
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,6574.322,6708.634,7102.114,7538.272,8141.884,8480.597,8976.327,9424.699,9408.654,9738.916,9664.554,8599.555,9051.12,9168.815,9436.879
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,11508.238,11683.208,12109.873,11950.25,12123.367,12567.815,13127.681,13842.476,13972.702,14238.111,14597.609,14558.616,15444.95,15253.044,14938.622
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,12424.369,11934.041,11812.113,11839.501,11665.9,11614.305,12041.528,12860.354,12626.453,13806.453,14164.313,13932.033,14663.718,14637.422,14703.953
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,13905.828,13847.25,14021.5,14165.495,13959.043,13922.279,15174.688,15654.221,16236.366,17578.643,16929.493,17464.832,17652.812,17207.105,17301.157
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,11365.883,11194.133,12437.518,11980.62,12757.554,13254.323,12999.652,12720.329,12391.744,12718.068,12681.066,12373.034,12574.898,13116.881,13247.847
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,15522.106,16253.923,15860.226,16201.044,16060.625,15730.335,15991.97,15961.923,15223.849,16254.615,16453.623,16719.163,18058.111,18186.806,17844.989
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,5453.433,5186.281,4976.768,5143.01,5009.441,5640.589,5546.283,5496.798,5571.351,5355.859,5373.076,5433.963,5665.249,5306.597,5388.937
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,25619.362,26700.374,26394.114,26628.129,27004.486,27654.474,28797.588,29332.401,29775.024,30142.384,29364.646,29435.752,31275.997,30082.454,30361.464
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,8702.783,8427.662,8453.503,8269.439,8273.497,8799.454,9256.51,9350.455,9601.007,9733.815,9890.522,9814.228,10323.713,10435.979,10539.333
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,6451.433,6382.736,6542.627,7111.31,7200.937,7157.03,7689.317,8345.955,8385.547,8525.649,8647.153,8802.689,8752.565,9079.497,9051.857
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1.284051072253,1.31267610493,1.258148139717,1.252134027868,1.214544537259,1.206837282263,1.243231326807,1.250216336009,1.311377493646,1.338848215912,1.235474617857,1.281166095872,1.311760669634,1.347119275262,1.344843190716
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,2.875258959024,2.810959909987,2.87220846769,2.885714221345,2.903722781082,2.782208992295,2.890276406224,2.967765319749,2.994892145541,3.111043338923,3.197833881522,3.13639658552,3.066809757649,3.205656610568,3.164651783926
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.837538970194,0.840742266864,0.84952405255,0.852731753058,0.851167165377,0.806500265485,0.872025864336,0.896879559655,0.926473789248,0.929651169223,0.941720615646,0.947345503773,0.955249062593,0.984954537293,1.011938253552
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.918405738017,0.919528811393,0.948841950265,0.931294750571,0.899661145116,0.900986189631,0.912422484568,0.955435717854,0.972050394137,0.95416711453,0.903194277808,0.88212276896,0.910806807276,0.93480281422,0.947865176012
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.160709706934,2.230947775335,2.290812747512,2.181509187938,2.251361238501,2.132034064023,2.096530116355,2.099352632328,2.140568034806,2.083457707155,1.969716621142,2.066415719137,2.036424086635,2.046172867147,2.052736803222
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.79914726924,0.792409364185,0.829017912934,0.826539322702,0.827195336488,0.847742829396,0.847116443739,0.814522070774,0.778615395201,0.788251390887,0.77086501923,0.790143145494,0.817639469962,0.810962766847,0.804866422565
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,2.674234411771,2.735249891639,2.81386605413,2.75283077745,2.616723887156,2.628708779954,2.738885238486,2.635300898351,2.687531447232,2.394447856026,2.548578684625,2.574130472672,2.248644862853,2.230062898864,2.262332232063
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,2.504874009866,2.422556999778,2.581774161021,2.798863854263,2.687281541715,2.707682683506,2.527261128715,2.590512751261,2.665156646985,2.698713433375,2.60667570948,2.620394895538,2.586687886973,2.664766759006,2.632432726692
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,27.823815432028,27.567113139307,27.132207219296,27.570948854418,27.826194972331,28.258203655485,27.85179557327,27.478318642335,27.051815666303,27.0347880483,26.1799468319,26.592007545062,27.014805847545,26.677559543001,26.238629716119
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.597643349625,1.527468246594,1.569504613363,1.51371868932,1.456015215982,1.409489021432,1.413875169988,1.437607519325,1.454735871533,1.473783381169,1.493089474285,1.477551806733,1.440988321884,1.428293463714,1.424696620175
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,2.76586673426,2.810579079984,2.800309497975,2.873935310471,2.78517455384,2.829425705618,3.002439043779,2.987790350612,3.041039388047,2.993934776151,3.015447584701,3.061109349025,3.040602658342,3.047222369037,3.037641795962
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,2.413792894664,2.413698463959,2.33588515526,2.469313165244,2.445046048785,2.41500928869,2.440950038173,2.400548196105,2.342890466348,2.392972507463,2.462855800059,2.479169169249,2.460433356432,2.488860079686,2.477250036544
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.760824611406,1.737093753767,1.696335683074,1.622257144933,1.608015120586,1.721652030408,1.599004446022,1.65661914253,1.67235337735,1.615155710476,1.757512756102,1.797639944778,1.750752547147,1.77990565848,1.80957098865
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,4.834209873607,4.823389736401,4.787588370581,4.689943474841,4.709705300244,4.604145114077,4.720732991574,4.915974699503,4.937558777107,5.202797404726,5.198791691342,5.041650379312,4.940187432581,4.970715376485,5.038698726064
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,8.595236259335,8.645175766023,8.694017253017,8.662573874881,8.942163834969,8.969173032445,8.953430147454,9.13608734906,9.089442905715,9.05378140475,9.343355212428,9.550476199422,9.239554423226,9.364763264461,9.567670403856
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.746640086668,2.701798546154,2.672933618133,2.719751235501,2.739673171263,2.707445949499,2.795414896535,2.815055492072,2.800988261239,2.761947920836,2.734965322179,2.741482423407,2.839027377832,2.889649850766,2.949559874398
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.531703847454,1.476497322773,1.524735765003,1.515824266205,1.480490283169,1.426248600529,1.346205042477,1.363816541991,1.373749636539,1.455964411569,1.513776338104,1.456387702569,1.500563183851,1.470276078813,1.480635589623
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,1.115083791595,1.146902849314,1.12049376328,1.14405466765,1.127224254633,1.101286271942,1.134104766578,1.14379812205,1.236045689223,1.306637441995,1.27619191979,1.252632955564,1.250611104582,1.262695505569,1.244120360086
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,3.364843923511,3.440459846199,3.495095497354,3.413241206965,3.35437166434,3.512935720662,3.511219839785,3.593000942126,3.702955189212,3.782797678541,3.846626200779,3.829764957843,3.726215353105,3.695849599228,3.748930528072
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,2.711341532779,2.72214157961,2.764269240356,2.685280283967,2.654013136248,2.604609951371,2.549690690154,2.431793078692,2.447267190711,2.329116967394,2.283322550597,2.307744975502,2.415226963693,2.393312375786,2.432244237692
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,2.734200146081,2.782118197976,2.67582741212,2.587648832329,2.550947333945,2.484601327781,2.458921083621,2.44606441083,2.573541121429,2.525848408468,2.702615698623,2.624840633045,2.450822996218,2.483675615852,2.508507515729
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.443405465336,1.461677984708,1.509472229669,1.489790426253,1.447551463347,1.336780975096,1.427399181012,1.413021508993,1.449616938913,1.501812068139,1.506402156834,1.474286685467,1.501598319346,1.495955003961,1.489172146586
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.147139662287,1.172486970489,1.232654878621,1.282722747573,1.374013362249,1.400031877538,1.431420919032,1.4577901667,1.437465031354,1.429538923982,1.438889018624,1.255133427493,1.293007945876,1.308109462743,1.343424583359
