Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,452159.25100000005,468183.19800000003,484429.50800000003,502234.6520000001,517375.6929999999,528505.048,495099.218,500279.89199999993,530528.738,552720.6499999999,577080.7209999998,575561.8729999999,583058.142,608050.7920000001,643949.3259999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,3115.194,3225.61,3382.072,3253.47,3324.588,3819.428,3436.015,3556.736,3819.521,3943.779,3833.878,3794.883,4024.637,4209.274,4331.265
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,9328.174,9067.482,8834.176,9268.792,8947.242,9815.654,9358.334,10687.327,11253.862,12055.052,12383.229,11674.405,12188.806,12857.783,13769.68
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2460.417,2581.335,2725.549,2811.06,2953.551,2990.251,2805.845,2737.05,2889.523,3004.879,3180.641,3226.778,3201.954,3454.138,3806.827
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,2767.345,2913.672,2806.126,2661.536,2544.593,2558.767,2694.351,2506.885,2459.183,2481.745,2821.258,2920.466,2824.019,2231.25,2056.042
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,13061.201,13821.168,15882.603,17357.775,17812.485,17741.273,16074.121,18131.853,20428.352,21963.91,22232.624,22161.978,22867.844,22050.747,23518.332
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,1651.403,1704.962,1763.042,1667.556,1668.512,1645.463,1605.582,1630.053,1794.126,1858.897,1965.111,1939.001,1922.229,1955.763,2085.311
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,2928.776,2928.195,3054.174,3034.362,2937.838,2862.342,2835.167,2952.78,3356.401,3552.296,3811.957,3729.61,3534.843,3615.739,3763.807
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,5458.029,5648.007,6196.052,6607.234,6642.571,6460.507,5330.91,6368.948,7008.306,7625.469,8200.115,8063.009,8339.029,8374.245,8237.403
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,227799.867,235452.311,241209.011,242137.728,243676.24,245606.043,231675.57,227198.583,238430.031,247544.273,261424.238,264346.097,269194.936,282927.422,297757.215
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,2582.837,2647.358,2704.233,2774.911,2910.418,2935.935,2789.467,2983.499,3159.273,3404.07,3647.402,3535.434,3561.545,3732.483,3481.991
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,11161.705,10990.361,12070.06,13331.922,13891.66,13430.379,12570.347,13056.55,13505.662,14471.738,15451.301,16245.178,17116.119,18036.577,20070.729
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,3596.578,3513.819,3433.1,3262.319,3163.788,3170.341,2826.867,2611.098,2716.655,2746.461,2849.625,2837.965,2788.167,2846.481,2996.238
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,1983.613,2055.683,2105.4,2223.195,2437.723,2430.508,2258.853,2251.789,2564.235,2714.256,2802.801,2884.845,2927.143,3179.827,3310.407
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,21041.472,22299.638,22919.263,25496.089,27300.634,29466.661,25938.673,25869.55,27207.163,27197.522,27736.471,26262.389,26463.733,28265.94,29739.647
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,22878.471,24231.425,25180.219,27565.395,29618.617,32020.323,29257.984,30538.341,32840.11,34059.432,34612.121,34223.156,34265.271,35539.332,38185.747
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,3963.443,4066.115,4635.016,4858.447,4744.595,4858.925,4992.953,4965.787,5149.194,5694.333,5790.331,5719.729,5690.865,5757.77,6576.176
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,3330.761,3646.9,3688.321,3666.231,3683.93,3524.97,3140.543,3329.653,3558.3,3533.728,3715.331,3818.798,3604.255,3767.69,4022.159
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,1748.405,1793.226,1801.808,1799.184,1771.568,1815.001,1748.569,1786.77,1859.205,1928.31,1959.688,1915.75,2033.066,2083.698,2204.542
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,37445.333,38338.699,39523.846,48159.4,54336.21,54338.876,51553.056,54134.507,58398.066,59545.021,61691.203,61340.966,61218.919,64439.924,68251.168
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,2175.244,2489.841,2723.884,2611.744,2623.749,2693.636,2543.604,2339.664,2531.58,2691.58,2847.143,2895.145,2893.605,2972.374,3145.336
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,7959.302,8488.519,9205.589,9281.768,10044.495,10854.69,10511.23,10379.072,11466.825,11262.262,11155.59,10416.779,10251.005,10673.088,11571.563
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,3798.666,4057.177,4412.317,4864.203,5380.419,5745.068,5326.648,5654.234,6387.706,6987.705,7378.325,7313.703,7268.687,7781.613,8541.062
