Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,866660.145,920444.7519999997,965343.888,1032506.3359999999,1061446.0659999999,1082101.524,972427.2719999998,1103394.522,1201161.191,1278523.835,1286997.0499999998,1359503.2259999998,1431094.14,1464863.8579999998,1524597.072
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,10370.266,10975.144,11607.466,12118.242,12914.04,12904.146,11141.01,12300.77,14019.146,14833.904,15641.215,17783.739,19553.039,26979.064,30665.578
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,32035.545,34196.81,36066.003,38733.209,39814.582,37970.385,32148.629,35329.44,38782.272,40092.331,41428.369,42021.051,44363.842,46155.626,46774.878
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,7567.379,7664.514,8040.907,8988.131,9950.85,9568.331,7830.697,9000.181,9616.132,10301.676,9777.47,9972.299,11515.435,10974.764,11372.579
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,3889.176,4352.499,4624.729,4920.75,4878.697,5104.917,4688.171,5300.646,6015.629,6735.898,7287.595,8594.973,9662.207,8508.975,8380.198
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,18418.618,19752.229,21158.141,22019.874,22359.437,23185.377,20693.251,24269.754,27302.918,29321.685,29764.632,30619.133,33128.428,33735.673,34677.171
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,4378.831,4389.611,4671.38,5180.308,5312.225,5306.772,5199.892,6092.52,7029.586,7540.548,7217.478,7686.041,7666.07,9814.931,10843.207
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,13038.939,14447.518,15653.246,17067.554,17724.899,18245.938,16638.815,18255.402,20118.188,22565.921,21717.989,25333.342,29615.576,26622.214,28085.221
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,29855.828,30248.242,32234.52,34029.441,35351.512,36317.28,31243.207,34990.312,37343.206,39253.348,39135.309,41103.262,45186.434,48786.643,49352.612
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,185754.874,198376.473,202755.536,220948.687,222757.767,229947.957,204447.122,234805.945,251402.268,260282.991,252307.802,247049.132,246096,248963.192,260234.697
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,11575.112,12527.322,13311.136,13679.485,14155.569,14518.48,13252.373,15483.177,15670.928,16005.342,15482.462,16524.632,17277.502,17564.789,14161.349
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,40123.871,41901.514,42579.371,45439.159,47064.278,47633.343,43415.935,49693.375,55050.4,58841.544,59870.852,59361.478,65250.63,67478.072,76181.199
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,17925.746,18947.708,19809.788,19872.274,19661.237,19085.743,17579.285,19324.833,20010.001,19870.714,17880.721,19059.694,19830.896,20269.254,19966.201
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,10418.459,10788.621,10961.093,11650.48,11945.844,12600.654,11948.898,13805.118,15409.458,16892.439,17374.449,17335.119,18467.499,18574.286,20335.673
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,66257.4,70059.44,73149.617,79181.343,82911.792,84942.854,77721.386,88338.568,97049.099,105219.942,105394.189,114453.136,126214.231,133445.612,134906.739
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,74265.236,77994.306,83189.572,88280.596,91576.557,93672.655,87672.058,97053.631,106335.424,117495.936,126634.615,140290.399,147841.477,162619.051,170021.772
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,23565.334,24364.431,25992.767,27044.544,28205.761,28687.267,27113.439,30964.317,33819.408,36039.649,36452.187,40957.785,43531.577,45806.159,53024.084
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,9246.925,9964.891,10690.983,10624.567,10457.441,10308.43,9113.527,10245.913,11237.018,12364.717,12671.404,12600.223,12875.678,12992.754,13693.119
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,3974.355,4197.477,4485.296,4833.117,5072.296,5340.577,5151.722,5786.426,6160.83,6578.373,6408.986,6937.912,7581.207,7585.424,8474.459
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,60603.202,66254.17,69662.127,75697.85,79595.358,81788.605,70957.077,85286.691,95021.463,102003.504,106208.948,116437.715,109070.661,100807.085,102787.139
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,16325.786,17636.45,18687.894,19268.631,19223.184,19144.883,16339.7,17717.434,19126.177,20642.088,19563.247,18982.431,19105.922,19195.348,19867.225
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,26014.31,26842.737,27584.074,29537.747,30605.073,31294.9,28375.357,31539.879,34339.863,36517.027,38030.07,39616.524,41582.525,39938.731,42145.92
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,16911.033,18829.427,20672.444,22458.217,24277.964,25029.362,22679.597,26328.45,30334.327,33474.444,32587.538,38060.305,45826.996,42781.591,41011.711
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,8667.549,9704.379,10542.642,11564.921,12040.209,12615.707,11111.093,11378.814,12086.494,12933.715,12686.758,14167.943,14617.646,15411.703,16976.918
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,15324.614,16262.384,17292.208,18667.276,19565.896,20308.248,17646.725,20062.099,21868.319,23521.218,23683.12,23683.93,26398.531,26663.218,29524.618
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,26171.873,27603.811,28179.383,29481.125,30403.918,31989.241,29184.069,32517.9,34172.646,36107.231,36180.988,38328.415,39813.332,42668.54,43640.986
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,32766.897,34359.419,36749.083,39103.816,40528.85,41420.816,38320.598,43588.773,48207.139,51021.906,51467.291,54796.008,55039.303,58676.407,59503.69
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,13785.438,15215.482,16486.102,17358.279,17073.562,17214.728,15636.412,16976.226,20173.941,21875.61,21682.266,22388.59,24047.591,23205.187,22196.069
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,23547.862,24599.352,26950.637,28359.569,28373.043,28283.745,24784.862,27919.328,29312.59,29671.756,29718.671,31902.667,33156.341,31775.645,34543.304
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2212.963,2342.72,2485.523,2682.915,2974.227,3158.21,3010.267,3337.191,3592.052,4025.075,4034.68,4246.877,4540.112,4985.331,5620.808
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,41362.122,43743.255,45760.753,48966.108,49410.89,48721.606,44172.763,49481.122,52095.727,55083.264,56471.738,64570.274,73575.43,74293.433,76852.146
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,13472.892,14612.768,15475.324,16574.723,16924.28,17059.92,15237.252,17320.6,18883.565,20970.054,21276.926,24004.487,27892.62,27221.365,26862.681
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,6831.71,7289.648,7834.143,8173.398,8334.828,8730.447,7972.083,8899.687,9574.977,10439.985,10957.085,10633.71,10769.402,10363.791,11913.121
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1.196578158097,1.192374010081,1.202417723289,1.173672410278,1.216645895977,1.19250788524,1.14569082139,1.114811588669,1.167132779933,1.160236797619,1.215326406537,1.308105685952,1.366299983592,1.841745487313,2.011389013083
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,3.696436854149,3.715248517165,3.736078246139,3.75137736685,3.750975511176,3.508948481991,3.306018858755,3.201886478099,3.228731688185,3.135829767303,3.218994868714,3.090912194717,3.09999466562,3.150847483057,3.068015730782
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.873165685956,0.83269680047,0.832957778047,0.870515820254,0.937480510668,0.884235978583,0.805273281147,0.815681138573,0.800569654768,0.805747669147,0.759711920086,0.733525217836,0.804659503392,0.749200271415,0.745939973837
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.4487544538,0.472869120123,0.479075804746,0.476583031835,0.459627404187,0.471759524109,0.482110193224,0.480394445895,0.500817795736,0.526849622635,0.566247995673,0.63221424088,0.675162222382,0.580871386343,0.549666410484
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.125241146286,2.145944007729,2.191772410124,2.132662360728,2.106507124216,2.142624928047,2.127999861361,2.199553606267,2.273043635157,2.293401514881,2.31271952022,2.252229521374,2.314902079048,2.302990330177,2.274513813313
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.505253532802,0.47690108401,0.483908383123,0.501721666917,0.500470553348,0.490413503937,0.534733254581,0.552161523238,0.585232527713,0.589785484914,0.560799886837,0.565356584156,0.535678945621,0.670023425481,0.711217881704
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.504504282933,1.569623594312,1.621520185147,1.653021720537,1.669882207656,1.686157684406,1.711060094579,1.654476403137,1.674894939226,1.764998069043,1.687493300781,1.863426398372,2.06943590727,1.817384861713,1.842140557384
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.444929153861,3.286263725691,3.339174816426,3.295809411866,3.330504783274,3.356180468701,3.212909376322,3.171151505862,3.10892545312,3.070208542495,3.040823520147,3.02340305002,3.157474601915,3.330455778096,3.237092141024
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,21.433415978763,21.552241193071,21.003451569996,21.399257253565,20.986253954424,21.250127820724,21.024412610263,21.280325424708,20.929935955615,20.358086714903,19.604380755962,18.17201513577,17.19635299464,16.995653940149,17.069080203507
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.335599896543,1.361007488258,1.378900945608,1.324881458161,1.333611707031,1.341692962998,1.362813794058,1.403231273247,1.304648211865,1.251861057405,1.202991257828,1.215490458866,1.207293183382,1.199073135983,0.928858467596
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,4.629712261662,4.55231168508,4.410798217018,4.400860064068,4.433977335971,4.401929203826,4.464697386644,4.503681503686,4.583098456101,4.6023032492,4.651980515418,4.366409499053,4.559492501311,4.606439815651,4.996808691234
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,2.068370872183,2.058538327133,2.052096485641,1.924663637125,1.852306737929,1.763766391295,1.807773754005,1.751398309008,1.66588807147,1.55419190914,1.389336595604,1.401960189243,1.385715687439,1.383695412328,1.309605099386
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.202138930711,1.172109567311,1.13545992638,1.12836886262,1.125431087141,1.164461348638,1.228770350653,1.251149767807,1.282880109303,1.321245528442,1.3499991317,1.275106867602,1.290446133753,1.267987185195,1.333839174525
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,7.645142145079,7.611476935228,7.577570843852,7.668848145451,7.811211012581,7.8498044884,7.992514014971,8.00607273633,8.079606611266,8.229799016614,8.189155445228,8.418746922488,8.819421970381,9.109762062271,8.84868149609
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,8.569130175012,8.473545623518,8.617610059391,8.550126320968,8.627528042485,8.656549586377,9.015795887716,8.795913797368,8.852718918722,9.189968366917,9.839541978748,10.319239875051,10.330660497289,11.101308159929,11.151915159916
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.719097461208,2.647028074967,2.692591450892,2.619310221841,2.657295731124,2.651069826975,2.788222809119,2.806277934376,2.815559498042,2.818848426084,2.832344254402,3.012702303069,3.041838812924,3.126990863338,3.477908030509
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.066960913496,1.082616960806,1.107479224026,1.029007438459,0.985207005327,0.952630577757,0.937193686604,0.928581100931,0.935512909025,0.96710883767,0.984571332157,0.92682553149,0.899708666266,0.886959831048,0.898146746539
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.458582873913,0.45602704463,0.464631936428,0.468095626292,0.477866578668,0.49353751765,0.529779670762,0.524420403095,0.512906181632,0.514528772942,0.497979851624,0.510326997929,0.529749007288,0.517824503525,0.555849093222
