Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,146998.39200000002,163753.995,177522.292,198291.742,210220.56699999998,211732.25599999996,214695.67699999997,224346.15300000002,238027.595,242692.0679999999,244041.065,263903.647,268325.33599999995,268654.365,267554.17600000004
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,749.771,806.266,872.906,1043.034,1118.234,1105.745,1122.544,1205.373,1260.619,1275.967,1296.316,1493.688,1528.97,1521.141,1592.073
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,9247.168,10761.872,11365.266,12741.688,14303.589,14114.78,14502.099,14377.473,14907.914,14547.45,15154.991,16996.035,16876.329,16571.149,15348.549
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1652.33,2049.652,2035.901,2648.279,2502.873,2951.744,3066.86,3474.025,4395.321,3834.351,4221.717,4715.954,4898.794,5070.637,5172.569
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,872.575,961.491,992.091,969.113,959.621,1058.695,1168.229,1053.339,1114.16,1081.388,1148.029,1155.763,1129.225,1275.661,1209.58
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,6676.362,7903.419,8407.562,9678.892,10410.405,10280.982,9931.192,10289.054,11292.889,11033.328,10711.632,12365.423,12220.235,11532.107,10595.573
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,3099.376,3433.354,3894.849,3723.943,4143.164,4197.583,3778.393,3323.166,3972.506,4920.611,5711.353,6775.69,7385.249,6995.618,7474.684
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,2384.925,3633.743,5244.98,7793.038,5158.758,9621.442,6981.276,9123.29,10577.582,9598.266,7476.519,11327.362,8019.127,7464.077,7646.601
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,7230.514,7752.287,8374.653,9889.389,10905.237,10794.654,10773.033,10489.319,11254.621,11619.855,11566.419,12540.669,12492.483,12732.82,12145.138
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6949.692,7594.619,8353.029,9027.51,9121.48,8603.64,10108.814,11694.533,11921.2,13197.575,13103.895,13308.369,13765.867,13673.657,13743.32
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,2198.887,2829.665,3005.548,3323.031,3684.701,3315.487,3308.165,3521.141,3592.288,3127.847,3394.372,3794.132,3672.058,3473.25,3708.936
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,7126.147,6953.595,7155.039,8080.237,8639.099,8223.063,6249.397,6287.62,6628.266,7796.141,8674.236,9710.587,9386.571,10324.17,11831.018
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,4893.29,4565.415,5982.975,6765.904,7376.656,5371.326,6783.125,8914.733,8611.831,8679.794,8796.325,10158.633,9575.444,10040.18,10500.605
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,4132.366,4793.774,4998.823,5437.197,5927.958,5873.717,5341.987,5535.02,6246.705,6537.753,6950.002,6959.819,7094.741,7299.932,6863.872
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,10323.727,10613.328,10541.641,12636.392,13991.992,13429.142,13232.865,13774.414,12780.239,13248.06,13162.756,14273.688,14750.48,14948.52,15127.856
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,10547.548,10994.815,13026.454,13380.349,15621.344,16142.639,18787.548,19076.972,20630.148,18819.7,20024.069,21474.155,22701.181,21923.676,21597.884
