Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,32931.801999999996,33886.94699999999,34092.217,34027.221000000005,33800.816999999995,32444.95,30515.913000000004,32208.080999999995,32682.342,33874.732,31925.496000000003,30843.001,33048.964,31827.759000000002,30503.683
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,589.857,582.095,652.88,728.404,844.319,794.575,656.965,666.779,678.277,732.792,785.501,706.076,763.949,770.657,790.581
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,2460.459,2640.923,2616.634,2568.573,2302.536,2267.352,1963.479,2095.561,1914.651,2240.906,2488.468,2308.864,2551.366,2623.814,2607.455
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,42.441,37.332,36.071,41.76,36.665,37.412,33.257,38.234,50.122,53.495,56.892,57.403,77.184,61.229,70.609
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,34.393,33.143,32.467,32.43,32.154,30.638,31.115,35.237,36.285,35.15,32.323,27.552,27.345,26.072,24.531
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1568.961,1519.676,1594.509,1649.103,1634.916,1516.814,1433.454,1579.759,1715.995,1859.774,1643.548,1493.856,1625.602,1669.494,1504.46
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,45.292,48.371,55.193,52.731,47.721,47.647,49.946,55.925,54.437,52.819,51.365,49.219,48.365,45.968,48.675
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,237.411,229.815,222.154,216.954,216.311,214.553,208.292,227.994,243.671,232.336,206.634,216.947,243.874,265.218,262.212
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1549.254,1773.343,1637.761,1536.63,1451.723,1426.299,1390.779,1436.201,1521.057,1632.323,1406.752,1320.917,1422.836,1399.4,1436.498
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,4179.878,4176.918,4189.139,4294.118,4414.091,3714.092,3537.184,3575.71,3057.013,3486.998,3050.405,2785.927,2849.836,2639.317,2482.982
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,355.955,341.884,334.139,328.141,323.408,331.483,299.231,328.457,382.176,437.811,429.418,446.936,508.122,530.437,522.115
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1103.758,1098.541,1031.626,1124.167,1089.088,1075.111,1079.273,1171.785,1224.536,1308.916,1190.033,1136.672,1121.751,1093.508,1056.81
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,127.571,133.424,141.029,134.258,136.961,137.435,114.756,125.869,133.599,132.2,117.937,110.922,112.84,129.929,104.182
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,717.084,713.122,685.179,766.125,714.472,620.029,662.923,712.375,643.149,606.516,577.031,618.381,662.622,626.917,654.78
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,3415.283,3599.137,3635.102,3569.534,3435.266,3304.156,3105.468,3459.719,3531.6,3502.503,3365.358,3341.933,3619.64,3445.131,3177.957
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,3960.284,4190.8,4326.711,4440.215,4376.723,4399.01,4120.396,4569.364,4929.412,5092.338,5102.974,5256.415,5476.335,5159.542,4813.559
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1077.769,1009.057,931.548,883.747,798.841,722.443,703.599,721.945,697.815,780.484,712.313,695.028,664.3,594.615,487.7
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,324.077,300.587,315.073,281.264,280.68,279.817,275.161,294.101,288.92,283.472,280.72,286.859,317.038,272.37,253.87
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,61.305,60.707,62.337,59.791,58.497,55.816,57.714,66.788,73.791,71.779,61.61,57.058,62.269,55.3,51.962
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,3190.137,3437.803,3469.187,3443.599,3414.771,3511.642,3317.507,3349.464,3423.524,3373.326,3374.522,3049.693,3592.291,2959.686,2936.822
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,328.236,298.296,295.656,288.061,277.588,287.647,296.184,320.471,333.324,327.64,295.748,268.519,260.801,282.58,261.185
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1317.841,1330.243,1321.601,1369.013,1416.57,1376.99,1297.957,1338.086,1437.65,1392.952,1013.788,900.291,929.489,978.897,1093.547
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,1148.957,1197.901,1205.13,972.433,995.049,989.86,897.135,941.131,1001.17,842.338,648.541,676.735,768.296,852.391,941.138
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,109.843,114.548,114.049,117.722,119.906,91.725,87.116,97.335,108.91,99.625,97.046,95.955,106.084,102.284,93.61
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,980.813,959.843,945.616,885.258,871.229,804.753,759.51,776.804,775.023,801.579,758.326,790.851,796.046,687.956,603.086
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,351.649,351.536,345.503,332.205,330.043,331.175,342.285,322.779,324.292,344.519,326.51,331.549,342.796,315.185,310.403
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,711.807,724.156,820.308,660.13,667.259,664.627,721.76,804.438,810.498,747.357,788.457,868.979,893.74,868.811,832.702
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,171.98,168.7,164.327,179.782,199.512,190.941,184.026,200.727,206.319,196.951,175.43,171.272,186.426,220.88,234.473
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,852.51,899.411,891.35,969.591,977.845,1014.515,977.098,1024.88,1025.49,1091.074,1226.732,1201.731,1385.679,1498.048,1417.101
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,184.512,193.32,173.506,175.817,167.72,164.288,162.571,158.684,167.282,177.639,165.83,171.873,194.909,204.191,200.503
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1102.395,1074.981,1147.209,1178.021,1340.262,1250.67,1063.507,1017.464,1113.288,1202.262,972.897,919.729,939.2,962.948,746.113
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,538.822,564.681,613.467,665.484,748.521,716.73,599.902,590.643,668.911,627.433,427.717,389.219,421.279,418.466,416.208
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,91.268,82.653,85.756,82.16,80.17,74.705,86.363,103.372,110.155,107.425,94.67,89.64,76.654,66.518,65.854
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1.791147049894,1.717755807273,1.915041195473,2.140650863025,2.497924828267,2.448994373547,2.152860378125,2.070222687281,2.075362285848,2.163240730583,2.46041909576,2.289258428517,2.311567164405,2.421336041912,2.591755887314
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,7.471376756122,7.793334111804,7.675165273059,7.548582941875,6.812072027726,6.988304805524,6.434279059584,6.506320572157,5.858365352153,6.615273000536,7.794610301434,7.485860406385,7.719957575675,8.243791213827,8.548000580782
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.128875425645,0.11016631271,0.105804207453,0.122725273392,0.108473709378,0.115309162135,0.108982483991,0.118709338815,0.153361102457,0.157920068563,0.178202399737,0.186113536747,0.233544385839,0.192376095345,0.23147696624
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.104437042346,0.097804620759,0.095232879692,0.095306049236,0.095127878122,0.094430720343,0.101963195399,0.109404220636,0.11102325531,0.103764658566,0.101245098902,0.089329828832,0.082740868972,0.081915914972,0.080419797177
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4.76427314849,4.484546807949,4.677046963534,4.84642280955,4.836912669892,4.675038796485,4.697398370483,4.904852915639,5.250526415763,5.490151184074,5.148073502131,4.843419743753,4.91876840678,5.245402291754,4.932060171226
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.137532710782,0.142742277727,0.161893255578,0.15496710707,0.141182977914,0.14685490346,0.163671983204,0.173636547921,0.16656395065,0.15592448082,0.160890217649,0.159579153792,0.146343467832,0.144427384913,0.159570895095
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.720917124426,0.678181483862,0.651626733456,0.637589534567,0.639957903976,0.661283188909,0.682568468458,0.707878249561,0.745573863709,0.685868156831,0.647238182298,0.703391346387,0.73791723093,0.833291467363,0.85960767426
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,4.704431297139,5.23311527592,4.803914629547,4.515884503175,4.294934646106,4.396058554567,4.557553300142,4.459132476722,4.654063653088,4.818703805539,4.406359105588,4.282712308053,4.305236315426,4.396790864226,4.709260845649
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,12.692527423795,12.326038105469,12.287669646125,12.619655304793,13.059125168483,11.447365460572,11.591276983913,11.101903277007,9.353714614455,10.293802472002,9.554761498459,9.032606781681,8.623072118085,8.292500266827,8.139941658848
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.08088527922,1.008895844173,0.980103464671,0.964348513797,0.956805274855,1.021678258096,0.980573643659,1.019796864023,1.169365402271,1.29244122138,1.34506289268,1.449067812824,1.537482385227,1.666586076638,1.711645770775
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.35164774767,3.241782152874,3.02598684034,3.303728506069,3.22207596343,3.313646653794,3.536754741698,3.638170805643,3.746781671889,3.863989241302,3.727531750799,3.685348257778,3.394209270826,3.435705291095,3.464532463178
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.387379348388,0.393732725465,0.41366919611,0.394560578426,0.405200264834,0.423594426868,0.37605297931,0.390799439433,0.40878037443,0.390261390112,0.369413211309,0.359634265161,0.34143279045,0.408225411032,0.341539085625
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,2.177481815298,2.10441501266,2.009781294071,2.251506227911,2.113771391976,1.911018509814,2.172384617822,2.211789643723,1.967879168512,1.790467301704,1.807430023953,2.0049313619,2.004970564282,1.969717692031,2.146560466157
