Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,2231575.9420000003,2306319.002,2356398.745,2466358.6300000004,2481289.279000001,2447226.6130000004,2199227.4039999996,2390756.306,2466334.9240000006,2563504.4299999997,2576975.6060000015,2679712.684,2761007.998000001,2805817.306999999,2885162.7260000003
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,24840.051,26356.268,27809.306,31043.103999999996,36272.092,34793.377,30786.289999999997,37698.742000000006,39282.602000000006,41926.84300000001,44876.488,54781.998,57772.896,60476.76900000001,62165.053000000014
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,105062.014,111492.052,111415.304,121639.168,118429.20400000001,111219.064,91268.25200000001,97119.66699999999,94818.578,99629.20700000001,100695.54999999999,108179.37299999999,119687.598,125427.58200000001,129227.82999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2017.9840000000004,1909.155,1976.171,2074.324,2226.33,2198.687,2065.1829999999995,2041.3619999999999,2022.341,1988.3330000000003,2113.066,2207.3699999999994,2203.222,2188.861,2187.103
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,2616.156000000001,2461.6469999999995,2425.1130000000003,2468.3599999999997,2572.7129999999997,2734.276,2814.6749999999993,2794.504,2858.5680000000007,2752.4880000000003,2858.13,2859.63,2746.1009999999997,2573.2329999999997,2460.8509999999997
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,190335.862,198441.832,192891.74499999997,203715.147,206861.503,196504.294,138716.443,189344.561,205902.513,221832.03300000002,214248.51700000002,232242.203,231749.663,230020.23599999998,238187.57799999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,3180.9529999999995,3421.6499999999996,3420.0600000000004,3331.4599999999996,3325.002,3400.1300000000006,3460.3169999999996,3796.476,3915.53,3874.851,3992.3749999999995,3957.955,4079.1569999999997,4112.924,4155.289999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,31457.940000000002,29417.957000000002,27911.174999999992,28794.799000000006,29437.521,28970.248,29508.529000000006,29816.387000000002,30686.857000000004,29882.511,29022.837999999996,30372.055000000004,29773.762999999995,28857.259,25244.860999999997
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,91659.23199999999,96976.233,99907.97099999999,108845.47399999999,109652.474,110123.302,92935.465,98573.22,101462.169,116731.923,122756.47899999998,126167.263,135663.15,146512.164,152267.214
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,188795.78999999998,190287.23099999997,191878.926,199452.56199999995,196514.41999999998,193484.16600000003,181706.31100000002,179544.538,174099.24699999994,171184.927,168347.235,165851.955,160931.02500000002,157668.56600000002,157444.131
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,26359.123,26586.946000000004,26786.630000000005,26196.923,25643.887000000002,27720.643000000004,27231.502999999997,27705.923,28926.358999999997,30979.209,30841.926999999996,29578.914000000004,30369.181999999993,30275.655000000002,31197.716
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,99077.65100000001,103818.011,105891.19200000001,108223.624,108032.97100000002,110694.11,107990.32600000002,123390.83800000002,128172.711,132402.923,140603.14299999998,161833.786,182052.14599999998,189040.71300000002,192342.719
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,7011.914999999999,7261.5599999999995,7324.213,7003.231999999999,6989.983,6803.285000000002,6405.7390000000005,6461.702000000001,6632.597,6581.56,6521.581000000001,6337.402,6233.540000000002,6230.610999999999,6041.888999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,46145.25399999999,49491.86700000001,49818.335,49392.388999999996,50903.44599999999,48609.171,47843.805,46896.248,47376.81399999999,47864.402,47489.90000000001,48900.33800000001,50062.414000000004,51681.83,53254.515
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,186199.641,180710.33999999997,189985.29600000003,204967.701,204646.03500000006,186508.13700000002,177014.891,191863.57600000003,190922.89400000003,201183.25299999997,211593.082,235672.245,248521.83000000002,254894.26899999997,262017.01600000003
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,275628.653,274235.599,271491.054,277274.705,274208.184,270912.63899999997,244936.212,266723.41599999997,282735.727,293471.288,289070.064,278377.215,283491.5680000001,276391.255,291442.20300000004
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,39770.67199999999,42215.60299999999,43057.776,42992.62400000001,45189.153999999995,43300.166999999994,35014.18000000001,39399.94899999999,36309.784999999996,36948.488,39146.911,41723.362,38894.415,39076.761000000006,39980.38799999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,27150.243,28300.754,29015.975,28420.088,30254.186,27365.434,25288.602,28513.889000000003,31759.245,33195.815,34217.823,33858.219,35408.621,35680.87200000001,35040.29
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,5375.826000000002,5322.415000000001,5638.706,5474.718000000001,5514.780000000002,5303.084999999999,5098.052,5463.227,5571.572000000001,5714.8420000000015,5742.828999999998,5851.532,5949.168000000001,6042.952000000001,6198.704000000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,213897.47400000005,227011.03999999998,231928.73200000002,244763.78599999996,248569.198,248597.003,233722.852,259654.208,262628.94800000003,271034.236,267103.24,273737.211,284646.226,287544.775,298296.862
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,29973.586,29636.370999999996,30061.619,30590.408000000007,30621.003,30965.751000000004,30807.143000000004,27873.632,29050.730999999996,27087.19,29315.180999999997,28912.199,28303.181,29703.240999999998,25068.243
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,101734.11599999998,99009.00300000001,111491.43,114353.14600000001,122562.779,121450.672,100899.19899999998,114657.189,121885.42199999999,132741.93399999998,120107.315,119706.217,122131.064,123670.74,153253.51799999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,62146.242000000006,68159.98700000001,71624.03600000001,71591.709,74562.876,71960.236,65000.704000000005,74194.58,80659.97799999999,82445.61500000002,81285.1,90824.18899999998,98139.509,107270.634,113065.369
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,3993.0899999999997,4212.209999999999,4287.076999999999,4482.134,4508.674,4635.991,4354.411999999999,4213.453,4102.52,3594.523,3494.6709999999994,3705.2279999999996,3785.0349999999994,4121.943,4621
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,53876.31700000001,59357.446,60272.465000000004,61731.143000000004,62623.742,61744.239,56536.95000000001,64425.721000000005,70248.709,76612.754,77158.355,81388.234,83382.086,88158.183,95991.276
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,21850.256999999998,23024.358000000004,24026.006999999994,23293.821,23760.364000000005,23769.192,24170.133999999995,24470.775,25346.054000000004,26605.368000000002,25686.604999999992,26954.172999999995,28754.560999999998,29426.230000000003,30595.010999999995
