Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,59372.70199999998,60036.98600000001,59814.528000000006,63098.022999999994,66061.054,66323.68200000002,63905.899000000005,67082.853,66500.533,68593.10100000001,73364.61399999999,70257.101,73147.63699999999,76034.46800000001,77550.737
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Aguascalientes<C1>,319.871,327.206,330.474,351.912,373.92,377.315,367.757,380.56,381.44,393.692,410.416,404.235,422.737,442.503,454.222
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California<C1>,3968.322,4038.737,4060.308,4310.108,4572.953,4681.419,4573.045,4742.322,4854.053,5003.309,5191.005,5173.136,5432.119,5708.109,5882.671
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Baja California Sur<C1>,530.015,532.173,540.639,586.232,667.238,663.065,639.102,656.058,640.627,674.264,704.673,671.133,709.789,747.226,763.443
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Campeche<C1>,464.839,474.925,477.532,502.924,531.033,535.355,518.511,536.635,545.527,565.977,593.133,585.223,613.789,643.621,663.974
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2082.02,2138.135,2155.28,2236.965,2357.021,2404.523,2317.112,2393.894,2441.176,2532.314,2633.036,2643.189,2787.651,2956.755,3062.011
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,196.734,195.869,193.118,211.116,227.319,228.968,226.651,235.682,233.356,239.598,251.913,244.261,255.467,264.12,269.518
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,360.285,367.194,368.435,389.81,413.286,420.893,409.077,426.977,431.838,447.056,469.454,461.507,483.698,508.312,523.758
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1062.916,1068.846,1049.654,1141.055,1196.805,1177.993,1140.467,1145.34,1135.278,1165.463,1198.506,1160.76,1218.219,1262.415,1265.622
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,20387.724,20597.714,20496.849,21299.233,21990.558,21907.547,20782.248,22320.478,21770.718,22264.483,24747.681,22765.451,23451.663,24099.126,24437.643
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,200.512,198.898,195.592,211.509,225.241,224.844,220.064,224.415,220.645,224.261,232.536,224.589,233.685,240.175,243.275
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1942.768,1954.214,1954.449,2074.072,2192.469,2202.272,2155.003,2245.681,2245.952,2319.799,2397.323,2365.069,2467.81,2585.176,2641.443
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,418.849,416.034,406.713,440.115,473.357,465.589,458.64,472.529,458.342,471.048,483.33,464.388,474.625,483.626,490.366
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,896.747,920.72,924.619,964.09,1013.056,1033.415,995.893,1035.065,1071.878,1118.588,1163.655,1165.781,1218.72,1288.26,1331.697
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,3906.81,3952.988,3948.077,4211.244,4482.459,4478.016,4308.301,4454.281,4442.857,4554.126,4722.601,4678.576,4859.143,5051.476,5188.921
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,4066.435,4040.423,3990.347,4278.408,4486.386,4597.489,4449.763,4805.814,4748.807,4914.992,5442.77,5139.907,5381.686,5674.098,5782.846
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1442.385,1456.771,1445.08,1503.576,1578.231,1598.27,1537.763,1592.486,1615.055,1666.769,1733.943,1711.32,1790.954,1884.276,1937.246
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,505.204,500.428,489.444,533.379,568.197,567.513,555.398,590.309,571.95,581.561,635.082,592.774,615.706,632.079,639.005
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,562.223,506.357,473.59,429.117,393.527,378.615,391.218,397.854,355.42,336.933,380.613,382.878,388.641,413.208,361.187
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,5215.494,5374.619,5521.444,5747.517,5864.927,5858.684,5701.957,5834.025,5833.377,6099.093,6374.56,6371.825,6760.572,7043.973,7277.026
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,505.079,510.47,503.979,514.433,538.981,549.124,533.348,549.187,550.244,564.59,581.334,567.219,589.984,612.403,628.759
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1130.485,1121.207,1092.655,1187.532,1211.35,1214.791,1226.922,1232.072,1236.54,1307.698,1386.937,1365.058,1421.331,1417.95,1373.858
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,432.094,434.682,432.475,475.445,511.149,513.332,505.383,538.346,525.635,542.904,591.031,560.614,581.897,598.704,611.114
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,2437.255,2547.891,2501.595,2786.983,3089.888,3182.366,2995.228,3187.436,3186.42,3438.461,3570.71,3285.679,3413.294,3645.82,3807.988
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,525.3,524.266,521.027,558.341,591.48,588.959,576.98,587.822,576.425,587.474,607.174,588.044,609.651,629.552,636.403
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,1341.35,1342.977,1327.239,1406.799,1483.436,1484.856,1437.716,1477.469,1470.28,1506.205,1561.261,1526.356,1588.475,1649.988,1684.222
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,1196.202,1199.216,1195.531,1293.408,1376.346,1383.909,1349.586,1399.893,1380.568,1415.626,1487.539,1458.711,1529.252,1590.364,1582.313
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,276.544,278.06,276.213,296.589,316.247,318.823,312.931,323.561,321.491,327.809,340.604,330.647,344.663,356.869,363.206
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,724.222,727.243,723.109,779.462,830.918,830.974,815.196,836.043,825.911,840.112,870.139,843.877,879.52,907.38,921.377
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,123.007,115.191,118.345,122.977,122.572,124.462,129.431,130.468,137.446,139.461,134.462,133.263,133.872,146.016,143.34
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1394.301,1418.196,1352.008,1452.028,1532.962,1490.8,1462.018,1487.096,1469.742,1504.455,1571.249,1531.129,1598.147,1629.445,1640.394
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,518.752,520.902,514.778,555.958,594.889,590.204,571.341,597.813,585.132,604.1,649.04,620.132,640.258,660.289,676.937
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,237.958,234.434,233.93,245.686,252.853,249.297,241.849,245.242,236.403,240.88,246.904,240.37,250.619,261.154,264.952
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.538750956626,0.545007372622,0.552497881451,0.557722703927,0.56602185003,0.568899356342,0.575466436987,0.567298471936,0.573589387622,0.573952765308,0.559419558863,0.575365328552,0.577922975147,0.581976847658,0.585709456249
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,6.683748366379,6.727081536038,6.788163571231,6.830813066837,6.922313107508,7.058442563548,7.155904339911,7.069350494082,7.299269315631,7.294186918302,7.075625041795,7.363150381055,7.426239893436,7.507264994607,7.585577168661
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.892691392081,0.886408588199,0.903859008969,0.929081407194,1.010032325551,0.999740937181,1.000067302081,0.977981660977,0.963341150965,0.982990986222,0.960508018212,0.955252907461,0.970351236363,0.982746403907,0.984443255517
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.782917038204,0.791054034591,0.798354540221,0.797051913972,0.803851842873,0.807185282626,0.811366412356,0.799958522933,0.820334778369,0.825122339927,0.808472869495,0.832973452748,0.839109812939,0.846485833241,0.856180128888
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,3.506695720198,3.561362990474,3.60327176702,3.545222011156,3.567943375533,3.625436537133,3.625818643127,3.568563191551,3.670911930886,3.691791103015,3.588972743726,3.762166332482,3.810992554688,3.888703475903,3.948397034576
